#Cont nu	incident	atten	VAR4	VAR5	nu dr	inci dr
1.615000000000000e+3	3.472000000000000e-6	3.472000000000000e-6				
1.607000000000000e+3	3.524000000000000e-6	3.524000000000000e-6				
1.599000000000000e+3	3.577000000000000e-6	3.577000000000000e-6				
1.591000000000000e+3	3.631000000000000e-6	3.631000000000000e-6				
1.583000000000000e+3	3.686000000000000e-6	3.686000000000000e-6				
1.575000000000000e+3	3.742000000000000e-6	3.742000000000000e-6				
1.567000000000000e+3	3.798000000000000e-6	3.798000000000000e-6				
1.559000000000000e+3	3.856000000000000e-6	3.856000000000000e-6				
1.552000000000000e+3	3.914000000000000e-6	3.914000000000000e-6				
1.544000000000000e+3	3.973000000000000e-6	3.973000000000000e-6				
1.536000000000000e+3	4.033000000000000e-6	4.033000000000000e-6				
1.528000000000000e+3	4.094000000000000e-6	4.094000000000000e-6				
1.521000000000000e+3	4.156000000000000e-6	4.156000000000000e-6				
1.513000000000000e+3	4.219000000000000e-6	4.219000000000000e-6				
1.506000000000000e+3	4.283000000000000e-6	4.283000000000000e-6				
1.498000000000000e+3	4.347000000000000e-6	4.347000000000000e-6				
1.491000000000000e+3	4.413000000000000e-6	4.413000000000000e-6				
1.483000000000000e+3	4.480000000000000e-6	4.480000000000000e-6				
1.476000000000000e+3	4.547000000000000e-6	4.547000000000000e-6				
1.468000000000000e+3	4.616000000000000e-6	4.616000000000000e-6				
1.461000000000000e+3	4.686000000000000e-6	4.686000000000000e-6				
1.454000000000000e+3	4.757000000000000e-6	4.757000000000000e-6				
1.447000000000000e+3	4.829000000000000e-6	4.829000000000000e-6				
1.439000000000000e+3	4.902000000000000e-6	4.902000000000000e-6				
1.432000000000000e+3	4.976000000000000e-6	4.976000000000000e-6				
1.425000000000000e+3	5.050999999999999e-6	5.050999999999999e-6				
1.418000000000000e+3	5.127000000000000e-6	5.127000000000000e-6				
1.411000000000000e+3	5.205000000000000e-6	5.205000000000000e-6				
1.404000000000000e+3	5.283000000000000e-6	5.283000000000000e-6				
1.397000000000000e+3	5.363000000000000e-6	5.363000000000000e-6				
1.390000000000000e+3	5.444000000000000e-6	5.444000000000000e-6				
1.383000000000000e+3	5.526000000000000e-6	5.526000000000000e-6				
1.376000000000000e+3	5.610000000000000e-6	5.610000000000000e-6				
1.369000000000000e+3	5.695000000000000e-6	5.695000000000000e-6				
1.362000000000000e+3	5.781000000000000e-6	5.781000000000000e-6				
1.356000000000000e+3	5.868000000000000e-6	5.868000000000000e-6				
1.349000000000000e+3	5.957000000000000e-6	5.957000000000000e-6				
1.342000000000000e+3	6.047000000000000e-6	6.047000000000000e-6				
1.335000000000000e+3	6.138000000000000e-6	6.138000000000000e-6				
1.329000000000000e+3	6.231000000000000e-6	6.231000000000000e-6				
1.322000000000000e+3	6.324999999999999e-6	6.324999999999999e-6				
1.316000000000000e+3	6.420000000000000e-6	6.420000000000000e-6				
1.309000000000000e+3	6.517000000000000e-6	6.517000000000000e-6				
1.302000000000000e+3	6.616000000000000e-6	6.616000000000000e-6				
1.296000000000000e+3	6.716000000000000e-6	6.716000000000000e-6				
1.290000000000000e+3	6.817000000000000e-6	6.817000000000000e-6				
1.283000000000000e+3	6.920000000000000e-6	6.920000000000000e-6				
1.277000000000000e+3	7.025000000000000e-6	7.025000000000000e-6				
1.270000000000000e+3	7.131000000000000e-6	7.131000000000000e-6				
1.264000000000000e+3	7.239000000000000e-6	7.239000000000000e-6				
1.258000000000000e+3	7.348000000000000e-6	7.348000000000000e-6				
1.251000000000000e+3	7.459000000000000e-6	7.459000000000000e-6				
1.245000000000000e+3	7.572000000000000e-6	7.572000000000000e-6				
1.239000000000000e+3	7.686000000000000e-6	7.686000000000000e-6				
1.233000000000000e+3	7.803000000000000e-6	7.803000000000000e-6				
1.227000000000000e+3	7.920000000000000e-6	7.920000000000000e-6				
1.221000000000000e+3	8.040000000000000e-6	8.040000000000000e-6				
1.214000000000000e+3	8.162000000000000e-6	8.162000000000000e-6				
1.208000000000000e+3	8.285000000000000e-6	8.285000000000000e-6				
1.202000000000000e+3	8.410000000000000e-6	8.410000000000000e-6				
1.196000000000000e+3	8.537000000000000e-6	8.537000000000000e-6				
1.190000000000000e+3	8.666000000000000e-6	8.666000000000000e-6				
1.184000000000000e+3	8.797000000000000e-6	8.797000000000000e-6				
1.179000000000000e+3	8.930000000000000e-6	8.930000000000000e-6				
1.173000000000000e+3	9.065000000000000e-6	9.065000000000000e-6				
1.167000000000000e+3	9.202000000000000e-6	9.202000000000000e-6				
1.161000000000000e+3	9.340999999999998e-6	9.340999999999998e-6				
1.155000000000000e+3	9.482000000000000e-6	9.482000000000000e-6				
1.149000000000000e+3	9.625000000000000e-6	9.625000000000000e-6				
1.144000000000000e+3	9.771000000000000e-6	9.771000000000000e-6				
1.138000000000000e+3	9.919000000000000e-6	9.919000000000000e-6				
1.132000000000000e+3	1.007000000000000e-5	1.007000000000000e-5				
1.127000000000000e+3	1.022000000000000e-5	1.022000000000000e-5				
1.121000000000000e+3	1.037000000000000e-5	1.037000000000000e-5				
1.115000000000000e+3	1.053000000000000e-5	1.053000000000000e-5				
1.110000000000000e+3	1.069000000000000e-5	1.069000000000000e-5				
1.104000000000000e+3	1.085000000000000e-5	1.085000000000000e-5				
1.099000000000000e+3	1.102000000000000e-5	1.102000000000000e-5				
1.093000000000000e+3	1.118000000000000e-5	1.118000000000000e-5				
1.088000000000000e+3	1.135000000000000e-5	1.135000000000000e-5				
1.083000000000000e+3	1.152000000000000e-5	1.152000000000000e-5				
1.077000000000000e+3	1.170000000000000e-5	1.170000000000000e-5				
1.072000000000000e+3	1.187000000000000e-5	1.187000000000000e-5				
1.066000000000000e+3	1.205000000000000e-5	1.205000000000000e-5				
1.061000000000000e+3	1.224000000000000e-5	1.224000000000000e-5				
1.056000000000000e+3	1.242000000000000e-5	1.242000000000000e-5				
1.051000000000000e+3	1.261000000000000e-5	1.261000000000000e-5				
1.045000000000000e+3	1.280000000000000e-5	1.280000000000000e-5				
1.040000000000000e+3	1.299000000000000e-5	1.299000000000000e-5				
1.035000000000000e+3	1.319000000000000e-5	1.319000000000000e-5				
1.030000000000000e+3	1.339000000000000e-5	1.339000000000000e-5				
1.025000000000000e+3	1.359000000000000e-5	1.359000000000000e-5				
1.019000000000000e+3	1.380000000000000e-5	1.380000000000000e-5				
1.014000000000000e+3	1.400000000000000e-5	1.400000000000000e-5				
1.009000000000000e+3	1.422000000000000e-5	1.422000000000000e-5				
1.004000000000000e+3	1.443000000000000e-5	1.443000000000000e-5				
9.993000000000000e+2	1.465000000000000e-5	1.465000000000000e-5				
9.943000000000000e+2	1.487000000000000e-5	1.487000000000000e-5				
9.894000000000000e+2	1.509000000000000e-5	1.509000000000000e-5				
9.844000000000000e+2	1.532000000000000e-5	1.532000000000000e-5				
9.795000000000000e+2	1.555000000000000e-5	1.555000000000000e-5				
9.746000000000000e+2	1.579000000000000e-5	1.579000000000000e-5				
9.698000000000000e+2	1.603000000000000e-5	1.603000000000000e-5				
9.649000000000000e+2	1.627000000000000e-5	1.627000000000000e-5				
9.601000000000000e+2	1.652000000000000e-5	1.652000000000000e-5				
9.553000000000000e+2	1.677000000000000e-5	1.677000000000000e-5				
9.506000000000000e+2	1.702000000000000e-5	1.702000000000000e-5				
9.458000000000000e+2	1.728000000000000e-5	1.728000000000000e-5				
9.411000000000000e+2	1.754000000000000e-5	1.754000000000000e-5				
9.364000000000000e+2	1.780000000000000e-5	1.780000000000000e-5				
9.318000000000000e+2	1.807000000000000e-5	1.807000000000000e-5				
9.271000000000000e+2	1.834000000000000e-5	1.834000000000000e-5				
9.225000000000000e+2	1.862000000000000e-5	1.862000000000000e-5				
9.179000000000000e+2	1.890000000000000e-5	1.890000000000000e-5				
9.133000000000000e+2	1.919000000000000e-5	1.919000000000000e-5				
9.088000000000000e+2	1.948000000000000e-5	1.948000000000000e-5				
9.042000000000000e+2	1.977000000000000e-5	1.977000000000000e-5				
8.997000000000000e+2	2.007000000000000e-5	2.007000000000000e-5				
8.952000000000000e+2	2.037000000000000e-5	2.037000000000000e-5				
8.908000000000000e+2	2.068000000000000e-5	2.068000000000000e-5				
8.863000000000000e+2	2.099000000000000e-5	2.099000000000000e-5				
8.819000000000000e+2	2.131000000000000e-5	2.131000000000000e-5				
8.775000000000000e+2	2.163000000000000e-5	2.163000000000000e-5				
8.731000000000000e+2	2.196000000000000e-5	2.196000000000000e-5				
8.688000000000000e+2	2.229000000000000e-5	2.229000000000000e-5				
8.644000000000000e+2	2.263000000000000e-5	2.263000000000000e-5				
8.601000000000000e+2	2.297000000000000e-5	2.297000000000000e-5				
8.558000000000000e+2	2.332000000000000e-5	2.332000000000000e-5				
8.516000000000000e+2	2.367000000000000e-5	2.367000000000000e-5				
8.473000000000000e+2	2.403000000000000e-5	2.403000000000000e-5				
8.431000000000000e+2	2.439000000000000e-5	2.439000000000000e-5				
8.389000000000000e+2	2.476000000000000e-5	2.476000000000000e-5				
8.347000000000000e+2	2.513000000000000e-5	2.513000000000000e-5				
8.306000000000000e+2	2.551000000000000e-5	2.551000000000000e-5				
8.264000000000000e+2	2.590000000000000e-5	2.590000000000000e-5				
8.223000000000000e+2	2.629000000000000e-5	2.629000000000000e-5				
8.182000000000000e+2	2.669000000000000e-5	2.669000000000000e-5				
8.141000000000000e+2	2.709000000000000e-5	2.709000000000000e-5				
8.101000000000000e+2	2.750000000000000e-5	2.750000000000000e-5				
8.060000000000000e+2	2.792000000000000e-5	2.792000000000000e-5				
8.020000000000000e+2	2.834000000000000e-5	2.834000000000000e-5				
7.980000000000000e+2	2.877000000000000e-5	2.877000000000000e-5				
7.940000000000000e+2	2.920000000000000e-5	2.920000000000000e-5				
7.901000000000000e+2	2.964000000000000e-5	2.964000000000000e-5				
7.861000000000000e+2	3.009000000000000e-5	3.009000000000000e-5				
7.822000000000000e+2	3.054000000000000e-5	3.054000000000000e-5				
7.783000000000000e+2	3.101000000000000e-5	3.101000000000000e-5				
7.744000000000000e+2	3.147000000000000e-5	3.147000000000000e-5				
7.706000000000000e+2	3.195000000000000e-5	3.195000000000000e-5				
7.667000000000000e+2	3.243000000000000e-5	3.243000000000000e-5				
7.629000000000000e+2	3.292000000000000e-5	3.292000000000000e-5				
7.591000000000000e+2	3.342000000000000e-5	3.342000000000000e-5				
7.553000000000000e+2	3.393000000000000e-5	3.393000000000000e-5				
7.515000000000000e+2	3.444000000000000e-5	3.444000000000000e-5				
7.478000000000000e+2	3.496000000000000e-5	3.496000000000000e-5				
7.441000000000000e+2	3.549000000000000e-5	3.549000000000000e-5				
7.403000000000000e+2	3.602000000000000e-5	3.602000000000000e-5				
7.367000000000000e+2	3.657000000000000e-5	3.657000000000000e-5				
7.330000000000000e+2	3.712000000000000e-5	3.712000000000000e-5				
7.293000000000000e+2	3.768000000000000e-5	3.768000000000000e-5				
7.257000000000000e+2	3.825000000000000e-5	3.825000000000000e-5				
7.221000000000000e+2	3.883000000000000e-5	3.883000000000000e-5				
7.185000000000000e+2	3.941000000000000e-5	3.941000000000000e-5				
7.149000000000000e+2	4.001000000000000e-5	4.001000000000000e-5				
7.112999999999999e+2	4.062000000000000e-5	4.062000000000000e-5				
7.077999999999999e+2	4.123000000000000e-5	4.123000000000000e-5				
7.042000000000001e+2	4.185000000000000e-5	4.185000000000000e-5				
7.007000000000001e+2	4.248000000000000e-5	4.248000000000000e-5				
6.972000000000001e+2	4.313000000000000e-5	4.313000000000000e-5				
6.937999999999999e+2	4.378000000000000e-5	4.378000000000000e-5				
6.902999999999999e+2	4.444000000000000e-5	4.444000000000000e-5				
6.869000000000000e+2	4.511000000000000e-5	4.511000000000000e-5				
6.834000000000000e+2	4.579000000000000e-5	4.579000000000000e-5				
6.800000000000000e+2	4.648000000000000e-5	4.648000000000000e-5				
6.766000000000000e+2	4.719000000000000e-5	4.719000000000000e-5				
6.732999999999999e+2	4.790000000000000e-5	4.790000000000000e-5				
6.699000000000000e+2	4.862000000000000e-5	4.862000000000000e-5				
6.666000000000000e+2	4.936000000000000e-5	4.936000000000000e-5				
6.632000000000001e+2	5.010000000000000e-5	5.010000000000000e-5				
6.599000000000000e+2	5.086000000000000e-5	5.086000000000000e-5				
6.566000000000000e+2	5.163000000000000e-5	5.163000000000000e-5				
6.534000000000000e+2	5.241000000000000e-5	5.241000000000000e-5				
6.501000000000000e+2	5.320000000000000e-5	5.320000000000000e-5				
6.469000000000000e+2	5.401000000000000e-5	5.401000000000000e-5				
6.436000000000000e+2	5.482000000000000e-5	5.482000000000000e-5				
6.404000000000000e+2	5.565000000000000e-5	5.565000000000000e-5				
6.372000000000001e+2	5.649000000000000e-5	5.649000000000000e-5				
6.341000000000000e+2	5.734000000000000e-5	5.734000000000000e-5				
6.309000000000000e+2	5.821000000000000e-5	5.821000000000000e-5				
6.277999999999999e+2	5.909000000000000e-5	5.909000000000000e-5				
6.246000000000000e+2	5.998000000000000e-5	5.998000000000000e-5				
6.215000000000000e+2	6.089000000000000e-5	6.089000000000000e-5				
6.184000000000000e+2	6.181000000000001e-5	6.181000000000001e-5				
6.152999999999999e+2	6.274000000000000e-5	6.274000000000000e-5				
6.122999999999999e+2	6.368999999999999e-5	6.368999999999999e-5				
6.092000000000001e+2	6.465000000000000e-5	6.465000000000000e-5				
6.062000000000001e+2	6.562999999999999e-5	6.562999999999999e-5				
6.031000000000000e+2	6.661999999999999e-5	6.661999999999999e-5				
6.001000000000000e+2	6.763000000000000e-5	6.763000000000000e-5				
5.971000000000000e+2	6.865000000000000e-5	6.865000000000000e-5				
5.942000000000001e+2	6.969000000000001e-5	6.969000000000001e-5				
5.912000000000001e+2	7.074000000000000e-5	7.074000000000000e-5				
5.882999999999999e+2	7.181000000000001e-5	7.181000000000001e-5				
5.852999999999999e+2	7.290000000000000e-5	7.290000000000000e-5				
5.824000000000000e+2	7.400000000000000e-5	7.400000000000000e-5				
5.795000000000000e+2	7.511000000000000e-5	7.511000000000000e-5				
5.766000000000000e+2	7.625000000000000e-5	7.625000000000000e-5				
5.737000000000001e+2	7.740000000000000e-5	7.740000000000000e-5				
5.709000000000000e+2	7.857000000000000e-5	7.857000000000000e-5				
5.680000000000000e+2	7.976000000000000e-5	7.976000000000000e-5				
5.652000000000001e+2	8.096000000000000e-5	8.096000000000000e-5				
5.624000000000000e+2	8.219000000000000e-5	8.219000000000000e-5				
5.596000000000000e+2	8.343000000000000e-5	8.343000000000000e-5				
5.567999999999999e+2	8.469000000000000e-5	8.469000000000000e-5				
5.540000000000000e+2	8.597000000000000e-5	8.597000000000000e-5				
5.512000000000001e+2	8.727000000000000e-5	8.727000000000000e-5				
5.485000000000000e+2	8.859000000000000e-5	8.859000000000000e-5				
5.457999999999999e+2	8.993000000000000e-5	8.993000000000000e-5				
5.430000000000000e+2	9.128000000000000e-5	9.128000000000000e-5				
5.402999999999999e+2	9.266000000000000e-5	9.266000000000000e-5				
5.376000000000000e+2	9.406000000000000e-5	9.406000000000000e-5				
5.350000000000000e+2	9.549000000000000e-5	9.549000000000000e-5				
5.322999999999999e+2	9.693000000000000e-5	9.693000000000000e-5				
5.296000000000000e+2	9.839000000000000e-5	9.839000000000000e-5				
5.270000000000000e+2	9.988000000000000e-5	9.988000000000000e-5				
5.244000000000000e+2	1.014000000000000e-4	1.014000000000000e-4				
5.217000000000001e+2	1.029000000000000e-4	1.029000000000000e-4				
5.191000000000000e+2	1.045000000000000e-4	1.045000000000000e-4				
5.166000000000000e+2	1.061000000000000e-4	1.061000000000000e-4				
5.140000000000000e+2	1.077000000000000e-4	1.077000000000000e-4				
5.114000000000000e+2	1.093000000000000e-4	1.093000000000000e-4				
5.089000000000000e+2	1.109000000000000e-4	1.109000000000000e-4				
5.063000000000000e+2	1.126000000000000e-4	1.126000000000000e-4				
5.038000000000000e+2	1.143000000000000e-4	1.143000000000000e-4				
5.013000000000000e+2	1.160000000000000e-4	1.160000000000000e-4				
4.988000000000000e+2	1.178000000000000e-4	1.178000000000000e-4				
4.963000000000000e+2	1.196000000000000e-4	1.196000000000000e-4				
4.938000000000000e+2	1.214000000000000e-4	1.214000000000000e-4				
4.914000000000000e+2	1.232000000000000e-4	1.232000000000000e-4				
4.889000000000000e+2	1.251000000000000e-4	1.251000000000000e-4				
4.865000000000000e+2	1.270000000000000e-4	1.270000000000000e-4				
4.841000000000000e+2	1.289000000000000e-4	1.289000000000000e-4				
4.816000000000000e+2	1.308000000000000e-4	1.308000000000000e-4				
4.792000000000000e+2	1.328000000000000e-4	1.328000000000000e-4				
4.769000000000000e+2	1.348000000000000e-4	1.348000000000000e-4				
4.745000000000000e+2	1.369000000000000e-4	1.369000000000000e-4				
4.721000000000000e+2	1.389000000000000e-4	1.389000000000000e-4				
4.698000000000000e+2	1.410000000000000e-4	1.410000000000000e-4				
4.674000000000000e+2	1.432000000000000e-4	1.432000000000000e-4				
4.651000000000000e+2	1.453000000000000e-4	1.453000000000000e-4				
4.628000000000000e+2	1.475000000000000e-4	1.475000000000000e-4				
4.605000000000000e+2	1.497000000000000e-4	1.497000000000000e-4				
4.582000000000000e+2	1.520000000000000e-4	1.520000000000000e-4				
4.559000000000000e+2	1.543000000000000e-4	1.543000000000000e-4				
4.536000000000000e+2	1.566000000000000e-4	1.566000000000000e-4				
4.513000000000000e+2	1.590000000000000e-4	1.590000000000000e-4				
4.491000000000000e+2	1.614000000000000e-4	1.614000000000000e-4				
4.468000000000000e+2	1.638000000000000e-4	1.638000000000000e-4				
4.446000000000000e+2	1.663000000000000e-4	1.663000000000000e-4				
4.424000000000000e+2	1.688000000000000e-4	1.688000000000000e-4				
4.402000000000000e+2	1.714000000000000e-4	1.714000000000000e-4				
4.380000000000000e+2	1.740000000000000e-4	1.740000000000000e-4				
4.358000000000000e+2	1.766000000000000e-4	1.766000000000000e-4				
4.336000000000000e+2	1.793000000000000e-4	1.793000000000000e-4				
4.315000000000000e+2	1.820000000000000e-4	1.820000000000000e-4				
4.293000000000000e+2	1.847000000000000e-4	1.847000000000000e-4				
4.272000000000000e+2	1.875000000000000e-4	1.875000000000000e-4				
