#Cont nu	total qheat	no qheat	qheat & PAHs
1.376000000000000e+3	6.853000000000001e-28	7.073000000000001e-28	7.073000000000001e-28
1.369000000000000e+3	7.011000000000001e-28	7.237000000000000e-28	7.237000000000000e-28
1.362000000000000e+3	7.172000000000000e-28	7.404000000000002e-28	7.404000000000002e-28
1.356000000000000e+3	7.337000000000000e-28	7.574000000000000e-28	7.574000000000000e-28
1.349000000000000e+3	7.505000000000000e-28	7.748000000000000e-28	7.748000000000000e-28
1.342000000000000e+3	7.677000000000002e-28	7.926000000000000e-28	7.926000000000000e-28
1.335000000000000e+3	7.852000000000002e-28	8.107000000000000e-28	8.107000000000000e-28
1.329000000000000e+3	8.031000000000002e-28	8.292000000000000e-28	8.292000000000000e-28
1.322000000000000e+3	8.213000000000000e-28	8.481000000000000e-28	8.481000000000000e-28
1.316000000000000e+3	8.401000000000000e-28	8.675000000000002e-28	8.675000000000002e-28
1.309000000000000e+3	8.596000000000002e-28	8.877000000000002e-28	8.877000000000002e-28
1.302000000000000e+3	8.794000000000000e-28	9.082000000000002e-28	9.082000000000002e-28
1.296000000000000e+3	8.997000000000000e-28	9.292000000000002e-28	9.292000000000002e-28
1.290000000000000e+3	9.204000000000000e-28	9.507000000000002e-28	9.507000000000002e-28
1.283000000000000e+3	9.416000000000002e-28	9.725000000000002e-28	9.725000000000002e-28
1.277000000000000e+3	9.631000000000002e-28	9.949000000000000e-28	9.949000000000000e-28
1.270000000000000e+3	9.851000000000000e-28	1.018000000000000e-27	1.018000000000000e-27
1.264000000000000e+3	1.008000000000000e-27	1.041000000000000e-27	1.041000000000000e-27
1.258000000000000e+3	1.031000000000000e-27	1.065000000000000e-27	1.065000000000000e-27
1.251000000000000e+3	1.054000000000000e-27	1.089000000000000e-27	1.089000000000000e-27
1.245000000000000e+3	1.078000000000000e-27	1.114000000000000e-27	1.114000000000000e-27
1.239000000000000e+3	1.103000000000000e-27	1.139000000000000e-27	1.139000000000000e-27
1.233000000000000e+3	1.128000000000000e-27	1.166000000000000e-27	1.166000000000000e-27
1.227000000000000e+3	1.154000000000000e-27	1.193000000000000e-27	1.193000000000000e-27
1.221000000000000e+3	1.181000000000000e-27	1.220000000000000e-27	1.220000000000000e-27
1.214000000000000e+3	1.208000000000000e-27	1.248000000000000e-27	1.248000000000000e-27
1.208000000000000e+3	1.235000000000000e-27	1.277000000000000e-27	1.277000000000000e-27
1.202000000000000e+3	1.264000000000000e-27	1.306000000000000e-27	1.306000000000000e-27
1.196000000000000e+3	1.292000000000000e-27	1.336000000000000e-27	1.336000000000000e-27
1.190000000000000e+3	1.322000000000000e-27	1.366000000000000e-27	1.366000000000000e-27
1.184000000000000e+3	1.351000000000000e-27	1.397000000000000e-27	1.397000000000000e-27
1.179000000000000e+3	1.382000000000000e-27	1.429000000000000e-27	1.429000000000000e-27
1.173000000000000e+3	1.414000000000000e-27	1.462000000000000e-27	1.462000000000000e-27
1.167000000000000e+3	1.446000000000000e-27	1.495000000000000e-27	1.495000000000000e-27
1.161000000000000e+3	1.479000000000000e-27	1.530000000000000e-27	1.530000000000000e-27
1.155000000000000e+3	1.513000000000000e-27	1.565000000000000e-27	1.565000000000000e-27
1.149000000000000e+3	1.548000000000000e-27	1.601000000000000e-27	1.601000000000000e-27
1.144000000000000e+3	1.583000000000000e-27	1.637000000000000e-27	1.637000000000000e-27
1.138000000000000e+3	1.619000000000000e-27	1.675000000000000e-27	1.675000000000000e-27
1.132000000000000e+3	1.656000000000000e-27	1.713000000000000e-27	1.713000000000000e-27
1.127000000000000e+3	1.693000000000000e-27	1.751000000000000e-27	1.751000000000000e-27
1.121000000000000e+3	1.732000000000000e-27	1.791000000000000e-27	1.791000000000000e-27
1.115000000000000e+3	1.771000000000000e-27	1.831000000000000e-27	1.831000000000000e-27
1.110000000000000e+3	1.811000000000000e-27	1.873000000000000e-27	1.873000000000000e-27
1.104000000000000e+3	1.852000000000000e-27	1.916000000000000e-27	1.916000000000000e-27
1.099000000000000e+3	1.895000000000000e-27	1.960000000000000e-27	1.960000000000000e-27
1.093000000000000e+3	1.938000000000000e-27	2.005000000000000e-27	2.005000000000000e-27
1.088000000000000e+3	1.982000000000000e-27	2.051000000000000e-27	2.051000000000000e-27
1.083000000000000e+3	2.027000000000000e-27	2.098000000000000e-27	2.098000000000000e-27
1.077000000000000e+3	2.073000000000000e-27	2.145000000000000e-27	2.145000000000000e-27
1.072000000000000e+3	2.120000000000000e-27	2.194000000000000e-27	2.194000000000000e-27
1.066000000000000e+3	2.168000000000000e-27	2.243000000000000e-27	2.243000000000000e-27
1.061000000000000e+3	2.216000000000000e-27	2.294000000000000e-27	2.294000000000000e-27
1.056000000000000e+3	2.266000000000000e-27	2.345000000000000e-27	2.345000000000000e-27
1.051000000000000e+3	2.317000000000000e-27	2.398000000000000e-27	2.398000000000000e-27
1.045000000000000e+3	2.370000000000000e-27	2.453000000000000e-27	2.453000000000000e-27
1.040000000000000e+3	2.424000000000000e-27	2.509000000000000e-27	2.509000000000000e-27
1.035000000000000e+3	2.479000000000000e-27	2.566000000000000e-27	2.566000000000000e-27
1.030000000000000e+3	2.535000000000000e-27	2.625000000000000e-27	2.625000000000000e-27
1.025000000000000e+3	2.592000000000000e-27	2.684000000000000e-27	2.684000000000000e-27
1.019000000000000e+3	2.651000000000000e-27	2.745000000000000e-27	2.745000000000000e-27
1.014000000000000e+3	2.711000000000000e-27	2.807000000000000e-27	2.807000000000000e-27
1.009000000000000e+3	2.771000000000000e-27	2.870000000000000e-27	2.870000000000000e-27
1.004000000000000e+3	2.833000000000000e-27	2.934000000000000e-27	2.934000000000000e-27
9.993000000000000e+2	2.897000000000000e-27	3.000000000000000e-27	3.000000000000000e-27
9.943000000000000e+2	2.961000000000000e-27	3.067000000000000e-27	3.067000000000000e-27
9.894000000000000e+2	3.028000000000000e-27	3.136000000000000e-27	3.136000000000000e-27
9.844000000000000e+2	3.096000000000000e-27	3.207000000000000e-27	3.207000000000000e-27
9.795000000000000e+2	3.166000000000000e-27	3.280000000000000e-27	3.280000000000000e-27
9.746000000000000e+2	3.238000000000000e-27	3.354000000000000e-27	3.354000000000000e-27
9.698000000000000e+2	3.311000000000000e-27	3.430000000000000e-27	3.430000000000000e-27
9.649000000000000e+2	3.385000000000000e-27	3.507000000000000e-27	3.507000000000000e-27
9.601000000000000e+2	3.461000000000000e-27	3.586000000000000e-27	3.586000000000000e-27
9.553000000000000e+2	3.538000000000000e-27	3.666000000000000e-27	3.666000000000000e-27
9.506000000000000e+2	3.617000000000000e-27	3.748000000000000e-27	3.748000000000000e-27
9.458000000000000e+2	3.697000000000000e-27	3.831000000000000e-27	3.831000000000000e-27
9.411000000000000e+2	3.779000000000000e-27	3.916000000000000e-27	3.916000000000000e-27
9.364000000000000e+2	3.862000000000000e-27	4.003000000000000e-27	4.003000000000000e-27
9.318000000000000e+2	3.949000000000000e-27	4.093000000000000e-27	4.093000000000000e-27
9.271000000000000e+2	4.038000000000000e-27	4.186000000000000e-27	4.186000000000000e-27
9.225000000000000e+2	4.129000000000000e-27	4.280000000000000e-27	4.280000000000000e-27
9.179000000000000e+2	4.221000000000000e-27	4.376000000000000e-27	4.376000000000000e-27
9.133000000000000e+2	4.315000000000000e-27	4.474000000000000e-27	4.474000000000000e-27
9.088000000000000e+2	4.411000000000000e-27	4.574000000000000e-27	4.574000000000000e-27
9.042000000000000e+2	4.509000000000000e-27	4.675000000000000e-27	4.675000000000000e-27
8.997000000000000e+2	4.609000000000000e-27	4.779000000000000e-27	4.779000000000000e-27
8.952000000000000e+2	4.710000000000000e-27	4.884000000000000e-27	4.884000000000000e-27
8.908000000000000e+2	4.814000000000000e-27	4.992000000000000e-27	4.992000000000000e-27
8.863000000000000e+2	4.919000000000000e-27	5.102000000000000e-27	5.102000000000000e-27
8.819000000000000e+2	5.029000000000000e-27	5.216000000000000e-27	5.216000000000000e-27
8.775000000000000e+2	5.141000000000000e-27	5.333000000000000e-27	5.333000000000000e-27
8.731000000000000e+2	5.256000000000000e-27	5.452000000000000e-27	5.452000000000000e-27
8.688000000000000e+2	5.373000000000000e-27	5.573000000000000e-27	5.573000000000000e-27
8.644000000000000e+2	5.492000000000000e-27	5.697000000000000e-27	5.697000000000000e-27
8.601000000000000e+2	5.613000000000000e-27	5.823000000000000e-27	5.823000000000000e-27
8.558000000000000e+2	5.736000000000000e-27	5.952000000000000e-27	5.952000000000000e-27
8.516000000000000e+2	5.862000000000000e-27	6.083000000000000e-27	6.083000000000000e-27
8.473000000000000e+2	5.990000000000000e-27	6.216000000000000e-27	6.216000000000000e-27
8.431000000000000e+2	6.121000000000001e-27	6.352000000000000e-27	6.352000000000000e-27
8.389000000000000e+2	6.254000000000000e-27	6.491000000000000e-27	6.491000000000000e-27
8.347000000000000e+2	6.391000000000000e-27	6.634000000000000e-27	6.634000000000000e-27
8.306000000000000e+2	6.533000000000001e-27	6.781000000000000e-27	6.781000000000000e-27
8.264000000000000e+2	6.677999999999999e-27	6.932000000000000e-27	6.932000000000000e-27
8.223000000000000e+2	6.824999999999999e-27	7.085000000000001e-27	7.085000000000001e-27
8.182000000000000e+2	6.975000000000001e-27	7.241000000000000e-27	7.241000000000000e-27
8.141000000000000e+2	7.128000000000000e-27	7.400000000000000e-27	7.400000000000000e-27
8.101000000000000e+2	7.283000000000000e-27	7.563000000000000e-27	7.563000000000000e-27
8.060000000000000e+2	7.442000000000000e-27	7.728000000000000e-27	7.728000000000000e-27
8.020000000000000e+2	7.603000000000000e-27	7.896000000000000e-27	7.896000000000000e-27
7.980000000000000e+2	7.768000000000000e-27	8.067000000000000e-27	8.067000000000000e-27
7.940000000000000e+2	7.936000000000000e-27	8.242000000000000e-27	8.242000000000000e-27
7.901000000000000e+2	8.106000000000000e-27	8.420000000000000e-27	8.420000000000000e-27
7.861000000000000e+2	8.285000000000000e-27	8.606000000000000e-27	8.606000000000000e-27
7.822000000000000e+2	8.467000000000000e-27	8.795000000000000e-27	8.795000000000000e-27
7.783000000000000e+2	8.652000000000000e-27	8.988000000000000e-27	8.988000000000000e-27
7.744000000000000e+2	8.840000000000000e-27	9.185000000000000e-27	9.185000000000000e-27
7.706000000000000e+2	9.032000000000000e-27	9.385000000000000e-27	9.385000000000000e-27
7.667000000000000e+2	9.228000000000000e-27	9.589000000000000e-27	9.589000000000000e-27
7.629000000000000e+2	9.427000000000000e-27	9.797000000000000e-27	9.797000000000000e-27
7.591000000000000e+2	9.630000000000000e-27	1.001000000000000e-26	1.001000000000000e-26
7.553000000000000e+2	9.836000000000000e-27	1.022000000000000e-26	1.022000000000000e-26
7.515000000000000e+2	1.005000000000000e-26	1.044000000000000e-26	1.044000000000000e-26
7.478000000000000e+2	1.026000000000000e-26	1.067000000000000e-26	1.067000000000000e-26
7.441000000000000e+2	1.048000000000000e-26	1.090000000000000e-26	1.090000000000000e-26
7.403000000000000e+2	1.071000000000000e-26	1.114000000000000e-26	1.114000000000000e-26
7.367000000000000e+2	1.094000000000000e-26	1.138000000000000e-26	1.138000000000000e-26
7.330000000000000e+2	1.118000000000000e-26	1.162000000000000e-26	1.162000000000000e-26
7.293000000000000e+2	1.142000000000000e-26	1.187000000000000e-26	1.187000000000000e-26
7.257000000000000e+2	1.166000000000000e-26	1.213000000000000e-26	1.213000000000000e-26
7.221000000000000e+2	1.191000000000000e-26	1.239000000000000e-26	1.239000000000000e-26
7.185000000000000e+2	1.217000000000000e-26	1.266000000000000e-26	1.266000000000000e-26
7.149000000000000e+2	1.243000000000000e-26	1.292000000000000e-26	1.292000000000000e-26
7.112999999999999e+2	1.269000000000000e-26	1.320000000000000e-26	1.320000000000000e-26
7.077999999999999e+2	1.296000000000000e-26	1.348000000000000e-26	1.348000000000000e-26
7.042000000000001e+2	1.323000000000000e-26	1.377000000000000e-26	1.377000000000000e-26
7.007000000000001e+2	1.352000000000000e-26	1.406000000000000e-26	1.406000000000000e-26
6.972000000000001e+2	1.381000000000000e-26	1.437000000000000e-26	1.437000000000000e-26
6.937999999999999e+2	1.410000000000000e-26	1.467000000000000e-26	1.467000000000000e-26
6.902999999999999e+2	1.440000000000000e-26	1.499000000000000e-26	1.499000000000000e-26
6.869000000000000e+2	1.471000000000000e-26	1.531000000000000e-26	1.531000000000000e-26
6.834000000000000e+2	1.502000000000000e-26	1.563000000000000e-26	1.563000000000000e-26
6.800000000000000e+2	1.533000000000000e-26	1.596000000000000e-26	1.596000000000000e-26
6.766000000000000e+2	1.566000000000000e-26	1.630000000000000e-26	1.630000000000000e-26
6.732999999999999e+2	1.598000000000000e-26	1.664000000000000e-26	1.664000000000000e-26
6.699000000000000e+2	1.632000000000000e-26	1.699000000000000e-26	1.699000000000000e-26
6.666000000000000e+2	1.666000000000000e-26	1.735000000000000e-26	1.735000000000000e-26
6.632000000000001e+2	1.701000000000000e-26	1.771000000000000e-26	1.771000000000000e-26
6.599000000000000e+2	1.737000000000000e-26	1.809000000000000e-26	1.809000000000000e-26
6.566000000000000e+2	1.774000000000000e-26	1.848000000000000e-26	1.848000000000000e-26
6.534000000000000e+2	1.811000000000000e-26	1.887000000000000e-26	1.887000000000000e-26
6.501000000000000e+2	1.849000000000000e-26	1.926000000000000e-26	1.926000000000000e-26
6.469000000000000e+2	1.888000000000000e-26	1.967000000000000e-26	1.967000000000000e-26
6.436000000000000e+2	1.927000000000000e-26	2.008000000000000e-26	2.008000000000000e-26
6.404000000000000e+2	1.967000000000000e-26	2.050000000000000e-26	2.050000000000000e-26
6.372000000000001e+2	2.008000000000000e-26	2.092000000000000e-26	2.092000000000000e-26
6.341000000000000e+2	2.049000000000000e-26	2.136000000000000e-26	2.136000000000000e-26
6.309000000000000e+2	2.091000000000000e-26	2.180000000000000e-26	2.180000000000000e-26
6.277999999999999e+2	2.135000000000000e-26	2.225000000000000e-26	2.225000000000000e-26
6.246000000000000e+2	2.180000000000000e-26	2.272000000000000e-26	2.272000000000000e-26
6.215000000000000e+2	2.225000000000000e-26	2.320000000000000e-26	2.320000000000000e-26
6.184000000000000e+2	2.271000000000000e-26	2.368000000000000e-26	2.368000000000000e-26
6.152999999999999e+2	2.318000000000000e-26	2.417000000000000e-26	2.417000000000000e-26
6.122999999999999e+2	2.366000000000000e-26	2.468000000000000e-26	2.468000000000000e-26
6.092000000000001e+2	2.531000000000000e-26	2.634000000000000e-26	2.634000000000000e-26
6.062000000000001e+2	2.464000000000000e-26	2.570000000000000e-26	2.570000000000000e-26
6.031000000000000e+2	2.515000000000000e-26	2.623000000000000e-26	2.623000000000000e-26
6.001000000000000e+2	2.566000000000000e-26	2.677000000000000e-26	2.677000000000000e-26
5.971000000000000e+2	2.618000000000000e-26	2.731000000000000e-26	2.731000000000000e-26
5.942000000000001e+2	2.671000000000000e-26	2.787000000000000e-26	2.787000000000000e-26
5.912000000000001e+2	2.917000000000000e-26	3.036000000000000e-26	3.036000000000000e-26
5.882999999999999e+2	2.782000000000000e-26	2.904000000000000e-26	2.904000000000000e-26
5.852999999999999e+2	2.839000000000000e-26	2.963000000000000e-26	2.963000000000000e-26
5.824000000000000e+2	2.898000000000000e-26	3.024000000000000e-26	3.024000000000000e-26
5.795000000000000e+2	2.957000000000000e-26	3.086000000000000e-26	3.086000000000000e-26
5.766000000000000e+2	3.017000000000000e-26	3.149000000000000e-26	3.149000000000000e-26
5.737000000000001e+2	3.078000000000000e-26	3.213000000000000e-26	3.213000000000000e-26
5.709000000000000e+2	3.139000000000000e-26	3.278000000000000e-26	3.278000000000000e-26
5.680000000000000e+2	3.202000000000000e-26	3.344000000000000e-26	3.344000000000000e-26
5.652000000000001e+2	3.266000000000000e-26	3.411000000000000e-26	3.411000000000000e-26
5.624000000000000e+2	3.331000000000000e-26	3.479000000000000e-26	3.479000000000000e-26
5.596000000000000e+2	3.399000000000000e-26	3.550000000000000e-26	3.550000000000000e-26
5.567999999999999e+2	3.468000000000000e-26	3.623000000000000e-26	3.623000000000000e-26
5.540000000000000e+2	3.538000000000000e-26	3.696000000000000e-26	3.696000000000000e-26
5.512000000000001e+2	3.609000000000000e-26	3.771000000000000e-26	3.771000000000000e-26
5.485000000000000e+2	3.682000000000001e-26	3.847000000000000e-26	3.847000000000000e-26
5.457999999999999e+2	3.755000000000001e-26	3.924000000000000e-26	3.924000000000000e-26
5.430000000000000e+2	3.830000000000000e-26	4.003000000000000e-26	4.003000000000000e-26
5.402999999999999e+2	3.906000000000000e-26	4.083000000000000e-26	4.083000000000000e-26
5.376000000000000e+2	3.983000000000000e-26	4.164000000000000e-26	4.164000000000000e-26
5.350000000000000e+2	4.061000000000000e-26	4.246000000000000e-26	4.246000000000000e-26
5.322999999999999e+2	4.141000000000000e-26	4.329000000000000e-26	4.329000000000000e-26
5.296000000000000e+2	4.223000000000000e-26	4.415000000000000e-26	4.415000000000000e-26
5.270000000000000e+2	4.307000000000000e-26	4.504000000000000e-26	4.504000000000000e-26
5.244000000000000e+2	4.393000000000000e-26	4.594000000000000e-26	4.594000000000000e-26
5.217000000000001e+2	4.480000000000000e-26	4.686000000000000e-26	4.686000000000000e-26
5.191000000000000e+2	4.798000000000000e-26	5.009000000000001e-26	5.009000000000001e-26
5.166000000000000e+2	4.658000000000001e-26	4.873000000000001e-26	4.873000000000001e-26
5.140000000000000e+2	4.749000000000000e-26	4.969000000000000e-26	4.969000000000000e-26
5.114000000000000e+2	4.842000000000000e-26	5.066000000000000e-26	5.066000000000000e-26
5.089000000000000e+2	4.936000000000001e-26	5.165000000000000e-26	5.165000000000000e-26
5.063000000000000e+2	5.031000000000000e-26	5.265000000000000e-26	5.265000000000000e-26
5.038000000000000e+2	5.128000000000000e-26	5.367000000000000e-26	5.367000000000000e-26
5.013000000000000e+2	5.226000000000000e-26	5.470000000000000e-26	5.470000000000000e-26
