#Cont nu	total qheat	no qheat	qheat & PAHs
1.253000000000000e+1	6.466000000000000e-27	6.466000000000000e-27	6.466000000000000e-27
1.246000000000000e+1	6.195000000000000e-27	6.195000000000000e-27	6.195000000000000e-27
1.240000000000000e+1	4.769000000000000e-24	4.769000000000000e-24	4.769000000000000e-24
1.234000000000000e+1	5.782000000000000e-27	5.782000000000000e-27	5.782000000000000e-27
1.228000000000000e+1	5.629000000000000e-27	5.629000000000000e-27	5.629000000000000e-27
1.222000000000000e+1	5.507000000000000e-27	5.507000000000000e-27	5.507000000000000e-27
1.216000000000000e+1	3.150000000000000e-26	3.150000000000000e-26	3.150000000000000e-26
1.210000000000000e+1	5.339000000000000e-27	5.339000000000000e-27	5.339000000000000e-27
1.204000000000000e+1	5.286000000000000e-27	5.286000000000000e-27	5.286000000000000e-27
1.198000000000000e+1	5.251000000000000e-27	5.251000000000000e-27	5.251000000000000e-27
1.192000000000000e+1	5.232000000000000e-27	5.232000000000000e-27	5.232000000000000e-27
1.186000000000000e+1	5.226000000000000e-27	5.226000000000000e-27	5.226000000000000e-27
1.180000000000000e+1	2.705000000000000e-26	2.705000000000000e-26	2.705000000000000e-26
1.174000000000000e+1	5.248000000000000e-27	5.248000000000000e-27	5.248000000000000e-27
1.168000000000000e+1	5.273000000000000e-27	5.273000000000000e-27	5.273000000000000e-27
1.162000000000000e+1	5.306000000000000e-27	5.306000000000000e-27	5.306000000000000e-27
1.156000000000000e+1	1.074000000000000e-25	1.074000000000000e-25	1.074000000000000e-25
1.151000000000000e+1	2.399000000000000e-26	2.399000000000000e-26	2.399000000000000e-26
1.145000000000000e+1	5.446000000000000e-27	5.446000000000000e-27	5.446000000000000e-27
1.139000000000000e+1	5.503000000000000e-27	5.503000000000000e-27	5.503000000000000e-27
1.134000000000000e+1	1.102000000000000e-24	1.102000000000000e-24	1.102000000000000e-24
1.128000000000000e+1	5.631000000000000e-27	5.631000000000000e-27	5.631000000000000e-27
1.122000000000000e+1	2.209000000000000e-26	2.209000000000000e-26	2.209000000000000e-26
1.117000000000000e+1	5.773000000000000e-27	5.773000000000000e-27	5.773000000000000e-27
1.111000000000000e+1	5.849000000000000e-27	5.849000000000000e-27	5.849000000000000e-27
1.106000000000000e+1	3.586000000000000e-26	3.586000000000000e-26	3.586000000000000e-26
1.100000000000000e+1	1.886000000000000e-26	1.886000000000000e-26	1.886000000000000e-26
1.095000000000000e+1	1.695000000000000e-26	1.695000000000000e-26	1.695000000000000e-26
1.089000000000000e+1	1.534000000000000e-26	1.534000000000000e-26	1.534000000000000e-26
1.084000000000000e+1	1.399000000000000e-26	1.399000000000000e-26	1.399000000000000e-26
1.078000000000000e+1	9.117000000000000e-26	9.117000000000000e-26	9.117000000000000e-26
1.073000000000000e+1	1.192000000000000e-26	1.192000000000000e-26	1.192000000000000e-26
1.068000000000000e+1	1.115000000000000e-26	1.115000000000000e-26	1.115000000000000e-26
1.062000000000000e+1	1.051000000000000e-26	1.051000000000000e-26	1.051000000000000e-26
1.057000000000000e+1	9.985000000000002e-27	9.985000000000002e-27	9.985000000000002e-27
1.052000000000000e+1	3.914000000000000e-25	3.914000000000000e-25	3.914000000000000e-25
1.046000000000000e+1	9.221000000000000e-27	9.221000000000000e-27	9.221000000000000e-27
1.041000000000000e+1	8.953000000000000e-27	8.953000000000000e-27	8.953000000000000e-27
1.036000000000000e+1	8.745000000000000e-27	8.745000000000000e-27	8.745000000000000e-27
1.031000000000000e+1	8.589000000000000e-27	8.589000000000000e-27	8.589000000000000e-27
1.026000000000000e+1	6.966000000000001e-26	6.966000000000001e-26	6.966000000000001e-26
1.021000000000000e+1	8.403000000000000e-27	8.403000000000000e-27	8.403000000000000e-27
1.015000000000000e+1	8.360000000000000e-27	8.360000000000000e-27	8.360000000000000e-27
1.010000000000000e+1	8.344000000000000e-27	8.344000000000000e-27	8.344000000000000e-27
1.005000000000000e+1	8.352000000000000e-27	8.352000000000000e-27	8.352000000000000e-27
1.000000000000000e+1	8.379000000000000e-27	8.379000000000000e-27	8.379000000000000e-27
9.954000000000000e+0	8.422000000000000e-27	8.422000000000000e-27	8.422000000000000e-27
9.904000000000000e+0	8.480000000000000e-27	8.480000000000000e-27	8.480000000000000e-27
9.855000000000000e+0	5.731000000000001e-26	5.731000000000001e-26	5.731000000000001e-26
9.805999999999998e+0	8.632000000000000e-27	8.632000000000000e-27	8.632000000000000e-27
9.757000000000000e+0	8.722000000000000e-27	8.722000000000000e-27	8.722000000000000e-27
9.708000000000000e+0	8.821000000000000e-27	8.821000000000000e-27	8.821000000000000e-27
9.660000000000000e+0	8.926000000000000e-27	8.926000000000000e-27	8.926000000000000e-27
9.611000000000000e+0	9.038000000000000e-27	9.038000000000000e-27	9.038000000000000e-27
9.563000000000000e+0	9.156000000000000e-27	9.156000000000000e-27	9.156000000000000e-27
9.516000000000000e+0	4.891000000000000e-26	4.891000000000000e-26	4.891000000000000e-26
9.468000000000000e+0	9.405000000000000e-27	9.405000000000000e-27	9.405000000000000e-27
9.421000000000000e+0	9.536000000000000e-27	9.536000000000000e-27	9.536000000000000e-27
9.374000000000000e+0	2.527000000000000e-25	2.527000000000000e-25	2.527000000000000e-25
9.327000000000000e+0	9.810000000000000e-27	9.810000000000000e-27	9.810000000000000e-27
9.281000000000000e+0	4.254000000000000e-26	4.254000000000000e-26	4.254000000000000e-26
9.235000000000000e+0	1.010000000000000e-26	1.010000000000000e-26	1.010000000000000e-26
9.189000000000000e+0	1.024000000000000e-26	1.024000000000000e-26	1.024000000000000e-26
9.143000000000000e+0	1.040000000000000e-26	1.040000000000000e-26	1.040000000000000e-26
9.097000000000000e+0	3.113000000000000e-26	3.113000000000000e-26	3.113000000000000e-26
9.052000000000000e+0	5.483000000000000e-26	5.483000000000000e-26	5.483000000000000e-26
9.007000000000000e+0	2.450000000000000e-26	2.450000000000000e-26	2.450000000000000e-26
8.962000000000000e+0	2.211000000000000e-26	2.211000000000000e-26	2.211000000000000e-26
8.917000000000000e+0	2.019000000000000e-26	2.019000000000000e-26	2.019000000000000e-26
8.873000000000000e+0	4.203000000000000e-26	4.203000000000000e-26	4.203000000000000e-26
8.828000000000000e+0	1.744000000000000e-26	1.744000000000000e-26	1.744000000000000e-26
8.784000000000000e+0	1.649000000000000e-26	1.649000000000000e-26	1.649000000000000e-26
8.741000000000000e+0	7.120000000000000e-25	7.120000000000000e-25	7.120000000000000e-25
8.696999999999998e+0	1.518000000000000e-26	1.518000000000000e-26	1.518000000000000e-26
8.654000000000000e+0	1.900000000000000e-25	1.900000000000000e-25	1.900000000000000e-25
8.610000000000000e+0	3.388000000000000e-26	3.388000000000000e-26	3.388000000000000e-26
8.567000000000000e+0	1.424000000000000e-26	1.424000000000000e-26	1.424000000000000e-26
8.525000000000000e+0	1.411000000000000e-26	1.411000000000000e-26	1.411000000000000e-26
8.482000000000000e+0	1.405000000000000e-26	1.405000000000000e-26	1.405000000000000e-26
8.440000000000000e+0	1.403000000000000e-26	1.403000000000000e-26	1.403000000000000e-26
8.398000000000000e+0	1.406000000000000e-26	1.406000000000000e-26	1.406000000000000e-26
8.356000000000000e+0	1.413000000000000e-26	1.413000000000000e-26	1.413000000000000e-26
8.314000000000000e+0	1.423000000000000e-26	1.423000000000000e-26	1.423000000000000e-26
8.273000000000000e+0	1.435000000000000e-26	1.435000000000000e-26	1.435000000000000e-26
8.232000000000000e+0	1.449000000000000e-26	1.449000000000000e-26	1.449000000000000e-26
8.191000000000000e+0	1.465000000000000e-26	1.465000000000000e-26	1.465000000000000e-26
8.150000000000000e+0	1.457000000000000e-25	1.457000000000000e-25	1.457000000000000e-25
8.109000000000000e+0	1.500000000000000e-26	1.500000000000000e-26	1.500000000000000e-26
8.069000000000002e+0	1.520000000000000e-26	1.520000000000000e-26	1.520000000000000e-26
8.028000000000000e+0	1.540000000000000e-26	1.540000000000000e-26	1.540000000000000e-26
7.988000000000000e+0	1.561000000000000e-26	1.561000000000000e-26	1.561000000000000e-26
7.949000000000000e+0	1.583000000000000e-26	1.583000000000000e-26	1.583000000000000e-26
7.909000000000000e+0	1.606000000000000e-26	1.606000000000000e-26	1.606000000000000e-26
7.869000000000000e+0	1.629000000000000e-26	1.629000000000000e-26	1.629000000000000e-26
7.830000000000000e+0	1.653000000000000e-26	1.653000000000000e-26	1.653000000000000e-26
7.791000000000000e+0	1.170000000000000e-25	1.170000000000000e-25	1.170000000000000e-25
7.752000000000000e+0	1.702000000000000e-26	1.702000000000000e-26	1.702000000000000e-26
7.714000000000000e+0	1.727000000000000e-26	1.727000000000000e-26	1.727000000000000e-26
7.675000000000000e+0	1.753000000000000e-26	1.753000000000000e-26	1.753000000000000e-26
7.637000000000000e+0	1.779000000000000e-26	1.779000000000000e-26	1.779000000000000e-26
7.599000000000000e+0	1.805000000000000e-26	1.805000000000000e-26	1.805000000000000e-26
7.561000000000000e+0	1.832000000000000e-26	1.832000000000000e-26	1.832000000000000e-26
7.523000000000000e+0	8.225000000000000e-25	8.225000000000000e-25	8.225000000000000e-25
7.486000000000000e+0	2.311000000000000e-24	2.311000000000000e-24	2.311000000000000e-24
7.448000000000000e+0	1.094000000000000e-23	1.094000000000000e-23	1.094000000000000e-23
7.411000000000000e+0	1.945000000000000e-26	1.945000000000000e-26	1.945000000000000e-26
7.374000000000000e+0	5.471000000000000e-26	5.471000000000000e-26	5.471000000000000e-26
7.338000000000000e+0	4.715000000000000e-26	4.715000000000000e-26	4.715000000000000e-26
7.301000000000000e+0	4.134000000000000e-26	4.134000000000000e-26	4.134000000000000e-26
7.265000000000000e+0	1.000000000000000e-25	1.000000000000000e-25	1.000000000000000e-25
7.228000000000000e+0	3.350000000000000e-26	3.350000000000000e-26	3.350000000000000e-26
7.192000000000000e+0	3.094000000000000e-26	3.094000000000000e-26	3.094000000000000e-26
7.156000000000000e+0	2.904000000000000e-26	2.904000000000000e-26	2.904000000000000e-26
7.121000000000001e+0	2.765000000000000e-26	2.765000000000000e-26	2.765000000000000e-26
7.085000000000000e+0	7.799000000000000e-26	7.799000000000000e-26	7.799000000000000e-26
7.050000000000000e+0	2.596000000000000e-26	2.596000000000000e-26	2.596000000000000e-26
7.015000000000000e+0	2.551000000000000e-26	2.551000000000000e-26	2.551000000000000e-26
6.980000000000001e+0	2.524000000000000e-26	2.524000000000000e-26	2.524000000000000e-26
6.945000000000000e+0	6.751000000000000e-26	6.751000000000000e-26	6.751000000000000e-26
6.910000000000000e+0	2.512000000000000e-26	2.512000000000000e-26	2.512000000000000e-26
6.876000000000000e+0	2.521000000000000e-26	2.521000000000000e-26	2.521000000000000e-26
6.842000000000000e+0	6.084000000000000e-26	6.084000000000000e-26	6.084000000000000e-26
6.807000000000000e+0	2.557000000000000e-26	2.557000000000000e-26	2.557000000000000e-26
6.774000000000000e+0	5.387000000000000e-25	5.387000000000000e-25	5.387000000000000e-25
6.740000000000000e+0	5.645000000000000e-26	5.645000000000000e-26	5.645000000000000e-26
6.706000000000001e+0	2.643000000000000e-26	2.643000000000000e-26	2.643000000000000e-26
6.673000000000000e+0	2.677000000000000e-26	2.677000000000000e-26	2.677000000000000e-26
6.639000000000000e+0	5.390000000000000e-26	5.390000000000000e-26	5.390000000000000e-26
6.606000000000000e+0	2.751000000000000e-26	2.751000000000000e-26	2.751000000000000e-26
6.573000000000000e+0	5.322000000000000e-26	5.322000000000000e-26	5.322000000000000e-26
6.541000000000000e+0	2.829000000000000e-26	2.829000000000000e-26	2.829000000000000e-26
6.508000000000000e+0	2.871000000000000e-26	2.871000000000000e-26	2.871000000000000e-26
6.476000000000000e+0	2.913000000000000e-26	2.913000000000000e-26	2.913000000000000e-26
6.443000000000000e+0	2.955000000000000e-26	2.955000000000000e-26	2.955000000000000e-26
6.410999999999999e+0	2.999000000000000e-26	2.999000000000000e-26	2.999000000000000e-26
6.378999999999999e+0	3.044000000000000e-26	3.044000000000000e-26	3.044000000000000e-26
6.347000000000001e+0	3.089000000000000e-26	3.089000000000000e-26	3.089000000000000e-26
6.316000000000000e+0	3.135000000000000e-26	3.135000000000000e-26	3.135000000000000e-26
6.284000000000000e+0	3.588000000000000e-25	3.588000000000000e-25	3.588000000000000e-25
6.253000000000000e+0	3.230000000000000e-26	3.230000000000000e-26	3.230000000000000e-26
6.222000000000001e+0	3.278000000000000e-26	3.278000000000000e-26	3.278000000000000e-26
6.191000000000000e+0	3.327000000000000e-26	3.327000000000000e-26	3.327000000000000e-26
6.160000000000000e+0	3.377000000000000e-26	3.377000000000000e-26	3.377000000000000e-26
6.128999999999999e+0	3.428000000000000e-26	3.428000000000000e-26	3.428000000000000e-26
6.098000000000000e+0	3.479000000000000e-26	3.479000000000000e-26	3.479000000000000e-26
6.068000000000000e+0	3.532000000000000e-26	3.532000000000000e-26	3.532000000000000e-26
6.038000000000000e+0	3.585000000000000e-26	3.585000000000000e-26	3.585000000000000e-26
6.008000000000000e+0	3.638000000000001e-26	3.638000000000001e-26	3.638000000000001e-26
5.978000000000000e+0	3.693000000000000e-26	3.693000000000000e-26	3.693000000000000e-26
5.948000000000000e+0	2.742000000000000e-25	2.742000000000000e-25	2.742000000000000e-25
5.918000000000000e+0	1.445000000000000e-24	1.445000000000000e-24	1.445000000000000e-24
5.889000000000000e+0	3.862000000000000e-26	3.862000000000000e-26	3.862000000000000e-26
5.859000000000000e+0	3.920000000000000e-26	3.920000000000000e-26	3.920000000000000e-26
5.830000000000000e+0	1.029000000000000e-25	1.029000000000000e-25	1.029000000000000e-25
5.801000000000000e+0	8.607000000000000e-26	8.607000000000000e-26	8.607000000000000e-26
5.772000000000000e+0	7.400000000000000e-26	7.400000000000000e-26	7.400000000000000e-26
5.743000000000000e+0	6.542000000000000e-26	6.542000000000000e-26	6.542000000000000e-26
5.715000000000000e+0	2.362000000000000e-25	2.362000000000000e-25	2.362000000000000e-25
5.686000000000000e+0	5.520000000000001e-26	5.520000000000001e-26	5.520000000000001e-26
5.658000000000000e+0	5.236000000000001e-26	5.236000000000001e-26	5.236000000000001e-26
5.630000000000000e+0	5.050000000000000e-26	5.050000000000000e-26	5.050000000000000e-26
5.602000000000000e+0	4.936000000000001e-26	4.936000000000001e-26	4.936000000000001e-26
5.574000000000000e+0	4.873000000000001e-26	4.873000000000001e-26	4.873000000000001e-26
5.546000000000000e+0	4.848000000000001e-26	4.848000000000001e-26	4.848000000000001e-26
5.518000000000000e+0	1.848000000000000e-25	1.848000000000000e-25	1.848000000000000e-25
5.491000000000000e+0	4.873000000000001e-26	4.873000000000001e-26	4.873000000000001e-26
5.463000000000000e+0	4.911000000000000e-26	4.911000000000000e-26	4.911000000000000e-26
5.436000000000000e+0	4.959000000000000e-26	4.959000000000000e-26	4.959000000000000e-26
5.409000000000000e+0	5.015000000000000e-26	5.015000000000000e-26	5.015000000000000e-26
5.382000000000000e+0	1.577000000000000e-25	1.577000000000000e-25	1.577000000000000e-25
5.355000000000001e+0	5.144000000000000e-26	5.144000000000000e-26	5.144000000000000e-26
5.328000000000000e+0	5.215000000000000e-26	5.215000000000000e-26	5.215000000000000e-26
5.302000000000000e+0	5.288000000000001e-26	5.288000000000001e-26	5.288000000000001e-26
5.275000000000000e+0	1.391000000000000e-25	1.391000000000000e-25	1.391000000000000e-25
5.249000000000000e+0	5.442000000000001e-26	5.442000000000001e-26	5.442000000000001e-26
5.223000000000000e+0	5.522000000000001e-26	5.522000000000001e-26	5.522000000000001e-26
5.197000000000000e+0	5.604000000000000e-26	5.604000000000000e-26	5.604000000000000e-26
5.171000000000000e+0	1.266000000000000e-25	1.266000000000000e-25	1.266000000000000e-25
5.144999999999999e+0	5.772000000000000e-26	5.772000000000000e-26	5.772000000000000e-26
5.120000000000000e+0	9.868000000000000e-25	9.868000000000000e-25	9.868000000000000e-25
5.094000000000000e+0	1.171000000000000e-25	1.171000000000000e-25	1.171000000000000e-25
5.069000000000000e+0	6.034000000000000e-26	6.034000000000000e-26	6.034000000000000e-26
5.043000000000000e+0	6.124000000000001e-26	6.124000000000001e-26	6.124000000000001e-26
5.018000000000000e+0	1.107000000000000e-25	1.107000000000000e-25	1.107000000000000e-25
4.993000000000000e+0	6.308000000000000e-26	6.308000000000000e-26	6.308000000000000e-26
4.968000000000000e+0	1.055000000000000e-25	1.055000000000000e-25	1.055000000000000e-25
4.944000000000000e+0	6.499000000000000e-26	6.499000000000000e-26	6.499000000000000e-26
4.918999999999999e+0	1.025000000000000e-25	1.025000000000000e-25	1.025000000000000e-25
4.894000000000000e+0	1.015000000000000e-25	1.015000000000000e-25	1.015000000000000e-25
4.870000000000000e+0	6.794000000000000e-26	6.794000000000000e-26	6.794000000000000e-26
4.846000000000000e+0	6.896000000000001e-26	6.896000000000001e-26	6.896000000000001e-26
4.821000000000000e+0	6.999000000000001e-26	6.999000000000001e-26	6.999000000000001e-26
4.797000000000000e+0	7.104000000000001e-26	7.104000000000001e-26	7.104000000000001e-26
4.774000000000000e+0	7.210000000000000e-26	7.210000000000000e-26	7.210000000000000e-26
4.750000000000000e+0	7.318000000000000e-26	7.318000000000000e-26	7.318000000000000e-26
4.726000000000000e+0	7.427000000000002e-26	7.427000000000002e-26	7.427000000000002e-26
4.702000000000000e+0	7.538000000000000e-26	7.538000000000000e-26	7.538000000000000e-26
4.679000000000000e+0	1.211000000000000e-24	1.211000000000000e-24	1.211000000000000e-24
4.656000000000000e+0	5.712000000000000e-24	5.712000000000000e-24	5.712000000000000e-24
4.632000000000000e+0	7.881000000000000e-26	7.881000000000000e-26	7.881000000000000e-26
4.609000000000000e+0	7.999000000000000e-26	7.999000000000000e-26	7.999000000000000e-26
4.586000000000000e+0	8.118000000000000e-26	8.118000000000000e-26	8.118000000000000e-26
4.564000000000000e+0	8.239000000000000e-26	8.239000000000000e-26	8.239000000000000e-26
4.541000000000000e+0	8.362000000000000e-26	8.362000000000000e-26	8.362000000000000e-26
4.518000000000000e+0	8.487000000000000e-26	8.487000000000000e-26	8.487000000000000e-26
4.496000000000001e+0	8.614000000000000e-26	8.614000000000000e-26	8.614000000000000e-26
4.473000000000000e+0	2.250000000000000e-25	2.250000000000000e-25	2.250000000000000e-25
4.451000000000000e+0	1.811000000000000e-25	1.811000000000000e-25	1.811000000000000e-25
4.429000000000000e+0	1.505000000000000e-25	1.505000000000000e-25	1.505000000000000e-25
4.407000000000000e+0	1.308000000000000e-25	1.308000000000000e-25	1.308000000000000e-25
4.385000000000000e+0	8.424000000000000e-25	8.424000000000000e-25	8.424000000000000e-25
4.363000000000001e+0	1.108000000000000e-25	1.108000000000000e-25	1.108000000000000e-25
4.341000000000000e+0	1.063000000000000e-25	1.063000000000000e-25	1.063000000000000e-25
4.319000000000000e+0	1.040000000000000e-25	1.040000000000000e-25	1.040000000000000e-25
4.298000000000000e+0	1.029000000000000e-25	1.029000000000000e-25	1.029000000000000e-25
4.276000000000000e+0	1.028000000000000e-25	1.028000000000000e-25	1.028000000000000e-25
4.255000000000000e+0	1.032000000000000e-25	1.032000000000000e-25	1.032000000000000e-25
4.234000000000000e+0	1.041000000000000e-25	1.041000000000000e-25	1.041000000000000e-25
4.213000000000000e+0	1.052000000000000e-25	1.052000000000000e-25	1.052000000000000e-25
4.192000000000000e+0	1.065000000000000e-25	1.065000000000000e-25	1.065000000000000e-25
4.171000000000000e+0	5.706000000000001e-25	5.706000000000001e-25	5.706000000000001e-25
4.150000000000000e+0	1.093000000000000e-25	1.093000000000000e-25	1.093000000000000e-25
4.128999999999999e+0	1.109000000000000e-25	1.109000000000000e-25	1.109000000000000e-25
4.109000000000000e+0	1.125000000000000e-25	1.125000000000000e-25	1.125000000000000e-25
4.088000000000000e+0	1.141000000000000e-25	1.141000000000000e-25	1.141000000000000e-25
4.068000000000000e+0	1.158000000000000e-25	1.158000000000000e-25	1.158000000000000e-25
4.048000000000000e+0	4.083000000000000e-23	4.083000000000000e-23	4.083000000000000e-23
4.027000000000000e+0	4.542000000000000e-25	4.542000000000000e-25	4.542000000000000e-25
4.007000000000000e+0	1.211000000000000e-25	1.211000000000000e-25	1.211000000000000e-25
3.987000000000000e+0	1.228000000000000e-25	1.228000000000000e-25	1.228000000000000e-25
3.967000000000000e+0	1.247000000000000e-25	1.247000000000000e-25	1.247000000000000e-25
3.948000000000000e+0	1.265000000000000e-25	1.265000000000000e-25	1.265000000000000e-25
3.928000000000000e+0	1.284000000000000e-25	1.284000000000000e-25	1.284000000000000e-25
3.908000000000000e+0	3.818000000000000e-25	3.818000000000000e-25	3.818000000000000e-25
3.889000000000000e+0	1.323000000000000e-25	1.323000000000000e-25	1.323000000000000e-25
3.870000000000000e+0	1.342000000000000e-25	1.342000000000000e-25	1.342000000000000e-25
3.850000000000000e+0	1.362000000000000e-25	1.362000000000000e-25	1.362000000000000e-25
3.831000000000000e+0	1.382000000000000e-25	1.382000000000000e-25	1.382000000000000e-25
3.812000000000000e+0	3.343000000000000e-25	3.343000000000000e-25	3.343000000000000e-25
3.793000000000000e+0	1.424000000000000e-25	1.424000000000000e-25	1.424000000000000e-25
3.774000000000000e+0	1.445000000000000e-25	1.445000000000000e-25	1.445000000000000e-25
3.755000000000000e+0	2.988000000000000e-25	2.988000000000000e-25	2.988000000000000e-25
3.736000000000000e+0	3.552000000000000e-24	3.552000000000000e-24	3.552000000000000e-24
3.718000000000000e+0	1.510000000000000e-25	1.510000000000000e-25	1.510000000000000e-25
3.699000000000000e+0	2.752000000000000e-25	2.752000000000000e-25	2.752000000000000e-25
3.681000000000000e+0	1.555000000000000e-25	1.555000000000000e-25	1.555000000000000e-25
3.662000000000000e+0	1.578000000000000e-25	1.578000000000000e-25	1.578000000000000e-25
3.644000000000000e+0	2.597000000000000e-25	2.597000000000000e-25	2.597000000000000e-25
3.626000000000000e+0	1.625000000000000e-25	1.625000000000000e-25	1.625000000000000e-25
3.608000000000000e+0	2.473000000000000e-25	2.473000000000000e-25	2.473000000000000e-25
3.590000000000000e+0	1.674000000000000e-25	1.674000000000000e-25	1.674000000000000e-25
3.572000000000000e+0	2.391000000000000e-25	2.391000000000000e-25	2.391000000000000e-25
3.554000000000000e+0	2.315000000000000e-25	2.315000000000000e-25	2.315000000000000e-25
3.537000000000000e+0	1.749000000000000e-25	1.749000000000000e-25	1.749000000000000e-25
3.519000000000000e+0	2.298000000000000e-25	2.298000000000000e-25	2.298000000000000e-25
3.501000000000000e+0	2.296000000000000e-25	2.296000000000000e-25	2.296000000000000e-25
3.484000000000000e+0	1.828000000000000e-25	1.828000000000000e-25	1.828000000000000e-25
3.467000000000000e+0	1.855000000000000e-25	1.855000000000000e-25	1.855000000000000e-25
3.449000000000000e+0	1.883000000000000e-25	1.883000000000000e-25	1.883000000000000e-25
3.432000000000000e+0	1.911000000000000e-25	1.911000000000000e-25	1.911000000000000e-25
3.415000000000000e+0	1.939000000000000e-25	1.939000000000000e-25	1.939000000000000e-25
3.398000000000000e+0	1.968000000000000e-25	1.968000000000000e-25	1.968000000000000e-25
3.381000000000000e+0	1.997000000000000e-25	1.997000000000000e-25	1.997000000000000e-25
3.364000000000000e+0	2.026000000000000e-25	2.026000000000000e-25	2.026000000000000e-25
3.347000000000000e+0	2.056000000000000e-25	2.056000000000000e-25	2.056000000000000e-25
3.331000000000000e+0	2.086000000000000e-25	2.086000000000000e-25	2.086000000000000e-25
3.314000000000000e+0	2.117000000000000e-25	2.117000000000000e-25	2.117000000000000e-25
3.297000000000000e+0	2.569000000000000e-24	2.569000000000000e-24	2.569000000000000e-24
3.281000000000000e+0	4.706000000000001e-25	4.706000000000001e-25	4.706000000000001e-25
3.265000000000000e+0	3.629000000000000e-25	3.629000000000000e-25	3.629000000000000e-25
3.248000000000000e+0	3.037000000000000e-25	3.037000000000000e-25	3.037000000000000e-25
3.232000000000000e+0	2.720000000000000e-25	2.720000000000000e-25	2.720000000000000e-25
3.216000000000000e+0	2.557000000000000e-25	2.557000000000000e-25	2.557000000000000e-25
3.200000000000000e+0	2.482000000000000e-25	2.482000000000000e-25	2.482000000000000e-25
3.184000000000000e+0	2.456000000000000e-25	2.456000000000000e-25	2.456000000000000e-25
3.168000000000000e+0	2.457000000000000e-25	2.457000000000000e-25	2.457000000000000e-25
3.152000000000000e+0	2.474000000000000e-25	2.474000000000000e-25	2.474000000000000e-25
3.137000000000000e+0	2.500000000000000e-25	2.500000000000000e-25	2.500000000000000e-25
3.121000000000000e+0	2.531000000000000e-25	2.531000000000000e-25	2.531000000000000e-25
3.105000000000000e+0	2.565000000000000e-25	2.565000000000000e-25	2.565000000000000e-25
3.090000000000000e+0	2.601000000000000e-25	2.601000000000000e-25	2.601000000000000e-25
3.075000000000000e+0	2.638000000000000e-25	2.638000000000000e-25	2.638000000000000e-25
3.059000000000000e+0	2.676000000000000e-25	2.676000000000000e-25	2.676000000000000e-25
3.044000000000000e+0	1.831000000000000e-24	1.831000000000000e-24	1.831000000000000e-24
3.029000000000000e+0	2.755000000000000e-25	2.755000000000000e-25	2.755000000000000e-25
3.014000000000000e+0	2.795000000000000e-25	2.795000000000000e-25	2.795000000000000e-25
2.999000000000000e+0	2.836000000000000e-25	2.836000000000000e-25	2.836000000000000e-25
2.984000000000000e+0	2.878000000000000e-25	2.878000000000000e-25	2.878000000000000e-25
2.969000000000000e+0	2.920000000000000e-25	2.920000000000000e-25	2.920000000000000e-25
2.954000000000000e+0	2.963000000000000e-25	2.963000000000000e-25	2.963000000000000e-25
2.939000000000000e+0	3.006000000000000e-25	3.006000000000000e-25	3.006000000000000e-25
2.925000000000000e+0	3.050000000000000e-25	3.050000000000000e-25	3.050000000000000e-25
2.910000000000000e+0	3.095000000000000e-25	3.095000000000000e-25	3.095000000000000e-25
2.896000000000000e+0	3.141000000000000e-25	3.141000000000000e-25	3.141000000000000e-25
2.881000000000000e+0	3.187000000000000e-25	3.187000000000000e-25	3.187000000000000e-25
2.867000000000000e+0	2.025000000000000e-24	2.025000000000000e-24	2.025000000000000e-24
2.852000000000000e+0	3.281000000000000e-25	3.281000000000000e-25	3.281000000000000e-25
2.838000000000000e+0	3.329000000000000e-25	3.329000000000000e-25	3.329000000000000e-25
2.824000000000000e+0	3.377000000000000e-25	3.377000000000000e-25	3.377000000000000e-25
2.810000000000000e+0	3.427000000000000e-25	3.427000000000000e-25	3.427000000000000e-25
2.796000000000000e+0	3.477000000000000e-25	3.477000000000000e-25	3.477000000000000e-25
2.782000000000000e+0	3.528000000000000e-25	3.528000000000000e-25	3.528000000000000e-25
2.768000000000000e+0	3.579000000000000e-25	3.579000000000000e-25	3.579000000000000e-25
2.754000000000000e+0	1.451000000000000e-24	1.451000000000000e-24	1.451000000000000e-24
2.741000000000000e+0	3.684000000000000e-25	3.684000000000000e-25	3.684000000000000e-25
2.727000000000000e+0	3.738000000000000e-25	3.738000000000000e-25	3.738000000000000e-25
2.713000000000000e+0	3.793000000000000e-25	3.793000000000000e-25	3.793000000000000e-25
2.700000000000000e+0	3.848000000000000e-25	3.848000000000000e-25	3.848000000000000e-25
2.686000000000000e+0	3.904000000000000e-25	3.904000000000000e-25	3.904000000000000e-25
2.673000000000000e+0	1.091000000000000e-24	1.091000000000000e-24	1.091000000000000e-24
2.660000000000000e+0	4.019000000000000e-25	4.019000000000000e-25	4.019000000000000e-25
2.646000000000000e+0	4.077000000000000e-25	4.077000000000000e-25	4.077000000000000e-25
2.633000000000000e+0	4.136000000000000e-25	4.136000000000000e-25	4.136000000000000e-25
2.620000000000000e+0	2.205000000000000e-23	2.205000000000000e-23	2.205000000000000e-23
2.607000000000000e+0	9.311000000000000e-25	9.311000000000000e-25	9.311000000000000e-25
2.594000000000000e+0	4.320000000000000e-25	4.320000000000000e-25	4.320000000000000e-25
2.581000000000000e+0	4.382000000000001e-25	4.382000000000001e-25	4.382000000000001e-25
