u	LTE	log(t)=4	log t 2	log t 0	log t -2	log t -4	log t -6	log t -8	log t -10
4.509000000000000e+0	5.808000000000000e+12	1.450200000000000e+12	1.450200000000000e+12	1.032700000000000e+12	2.268300000000000e+10	2.326100000000000e+8	2.320600000000000e+6	2.322900000000000e+4	2.322900000000000e+2
4.733000000000000e+0	3.464000000000000e+12	8.739300000000000e+11	8.739300000000000e+11	5.832900000000000e+11	1.194400000000000e+10	1.221800000000000e+8	1.218800000000000e+6	1.220000000000000e+4	1.220000000000000e+2
4.969000000000000e+0	1.995000000000000e+12	5.036500000000000e+11	5.036500000000000e+11	3.153000000000000e+11	6.084600000000000e+9	6.211000000000000e+7	6.196100000000000e+5	6.202100000000000e+3	6.202100000000000e+1
5.217000000000000e+0	1.107000000000000e+12	2.797300000000000e+11	2.797300000000000e+11	1.630800000000000e+11	2.972300000000000e+9	3.028300000000000e+7	3.020900000000000e+5	3.023800000000000e+3	3.023800000000000e+1
5.477000000000000e+0	5.903000000000000e+11	1.494300000000000e+11	1.494300000000000e+11	8.071900000000000e+10	1.395300000000000e+9	1.419100000000000e+7	1.415600000000000e+5	1.416900000000000e+3	1.416900000000000e+1
5.749000000000000e+0	3.022000000000000e+11	7.663200000000000e+10	7.663200000000000e+10	3.817100000000000e+10	6.282100000000000e+8	6.379400000000000e+6	6.363400000000000e+4	6.369600000000000e+2	6.369600000000000e+0
6.035999999999999e+0	1.482000000000000e+11	3.764900000000000e+10	3.764900000000000e+10	1.721400000000000e+10	2.707600000000000e+8	2.745600000000000e+6	2.738700000000000e+4	2.741400000000000e+2	2.741400000000000e+0
6.336000000000000e+0	6.949000000000000e+10	1.768300000000000e+10	1.768300000000000e+10	7.389500000000000e+9	1.114800000000000e+8	1.129000000000000e+6	1.126100000000000e+4	1.127200000000000e+2	1.127200000000000e+0
6.651000000000000e+0	3.107000000000000e+10	7.923100000000000e+9	7.923000000000000e+9	3.013500000000000e+9	4.375000000000000e+7	4.425800000000000e+5	4.414500000000000e+3	4.418800000000000e+1	4.418800000000000e-1
6.983000000000000e+0	1.321000000000000e+10	3.378600000000000e+9	3.378500000000000e+9	1.165000000000000e+9	1.632900000000000e+7	1.650200000000000e+5	1.645900000000000e+3	1.647500000000000e+1	1.647500000000000e-1
7.330000000000000e+0	5.335000000000000e+9	1.367500000000000e+9	1.367300000000000e+9	4.260400000000000e+8	5.782000000000000e+6	5.837900000000000e+4	5.822800000000000e+2	5.828400000000000e+0	5.828400000000000e-2
7.695000000000000e+0	2.039000000000000e+9	5.243000000000000e+8	5.241400000000000e+8	1.470400000000000e+8	1.937600000000000e+6	1.954700000000000e+4	1.949600000000000e+2	1.951500000000000e+0	1.951500000000000e-2
8.077000000000000e+0	7.356000000000000e+8	1.898700000000000e+8	1.897200000000000e+8	4.777700000000000e+7	6.128300000000000e+5	6.178000000000000e+3	6.161800000000000e+1	6.167800000000000e-1	6.167800000000000e-3
8.479000000000000e+0	2.498000000000000e+8	6.476100000000000e+7	6.464700000000000e+7	1.457700000000000e+7	1.824400000000000e+5	1.838000000000000e+3	1.833200000000000e+1	1.834900000000000e-1	1.834900000000000e-3
8.901000000000000e+0	7.964000000000000e+7	2.074400000000000e+7	2.066800000000000e+7	4.164600000000000e+6	5.097200000000000e+4	5.132100000000000e+2	5.118600000000000e+0	5.123500000000000e-2	5.123499999999999e-4
9.343000000000000e+0	2.376000000000000e+7	6.157400000000000e+6	6.121100000000000e+6	1.109500000000000e+6	1.332400000000000e+4	1.340800000000000e+2	1.337300000000000e+0	1.338600000000000e-2	1.338600000000000e-4
9.807000000000000e+0	6.607000000000000e+6	1.721500000000000e+6	1.703300000000000e+6	2.755400000000000e+5	3.248100000000000e+3	3.267200000000000e+1	3.258600000000000e-1	3.261700000000000e-3	3.261700000000000e-5
1.029000000000000e+1	1.708000000000000e+6	4.475000000000000e+5	4.395200000000000e+5	6.349400000000000e+4	7.359900000000000e+2	7.400100000000000e+0	7.380500000000000e-2	7.387600000000000e-4	7.387600000000000e-6
1.081000000000000e+1	4.088000000000000e+5	1.077700000000000e+5	1.047200000000000e+5	1.352900000000000e+4	1.544600000000000e+2	1.552500000000000e+0	1.548300000000000e-2	1.549800000000000e-4	1.549800000000000e-6
1.134000000000000e+1	9.028000000000000e+4	1.817000000000000e+5	9.126300000000000e+4	2.980600000000000e+3	2.998100000000000e+1	3.005200000000000e-1	2.997100000000000e-3	2.999900000000000e-5	2.999900000000000e-7
%									
