#depth	Te	Htot	hden	eden	2H_2/H	HI	HII	HeI	HeII	HeIII	CO/C	C1	C2	C3	C4	O1	O2	O3	O4	O5	O6	AV(point)	AV(extend)
203020000000000000.00	1.4948	-17.773	7.0437	0.939	0	-6.3965	-11.0886	0	-11.3125	-10.6294	-0.0002	-3.5563	-5.9174	-11.7907	-35.9298	-0.6025	-14.2103	-10.6813	-35.9298	-35.9298	-35.9298	1.16E+01	8.45E+00
203026000000000000.00	1.4948	-17.773	7.0437	0.9195	0	-6.3988	-11.0871	0	-11.3133	-10.6175	-0.0002	-3.5703	-5.918	-11.785	-35.9298	-0.6026	-14.2076	-10.6895	-35.9298	-35.9298	-35.9298	1.17E+01	8.48E+00
203031000000000000.00	1.4958	-17.775	7.0437	0.9003	0	-6.4011	-11.0853	0	-11.314	-10.6055	-0.0002	-3.5827	-5.919	-11.7751	-35.9298	-0.6026	-14.2034	-10.6966	-35.9298	-35.9298	-35.9298	1.17E+01	8.50E+00
203036000000000000.00	1.4958	-17.775	7.0437	0.8826	0	-6.403	-11.0836	0	-11.3146	-10.595	-0.0002	-3.5928	-5.9192	-11.7662	-35.9298	-0.6026	-14.2007	-10.7027	-35.9298	-35.9298	-35.9298	1.17E+01	8.52E+00
203040000000000000.00	1.4963	-17.776	7.0437	0.8663	0	-6.4049	-11.0818	0	-11.3152	-10.5855	-0.0002	-3.6021	-5.9199	-11.7569	-35.9298	-0.6026	-14.1973	-10.7085	-35.9298	-35.9298	-35.9298	1.17E+01	8.54E+00
203045000000000000.00	1.4963	-17.776	7.0437	0.8508	0	-6.4066	-11.0804	0	-11.3158	-10.5769	-0.0002	-3.6107	-5.92	-11.7495	-35.9298	-0.6026	-14.1952	-10.7143	-35.9298	-35.9298	-35.9298	1.18E+01	8.56E+00
203050000000000000.00	1.4969	-17.777	7.0437	0.8338	0	-6.4084	-11.0787	0	-11.3164	-10.5675	-0.0002	-3.6203	-5.9211	-11.7402	-35.9298	-0.6026	-14.1915	-10.7207	-35.9298	-35.9298	-35.9298	1.18E+01	8.59E+00
203055000000000000.00	1.4969	-17.777	7.0437	0.8168	0	-6.4102	-11.0772	0	-11.317	-10.5585	-0.0002	-3.6297	-5.9215	-11.7323	-35.9298	-0.6026	-14.189	-10.7272	-35.9298	-35.9298	-35.9298	1.18E+01	8.61E+00
203061000000000000.00	1.4976	-17.779	7.0437	0.7993	0	-6.4122	-11.0754	0	-11.3176	-10.5495	-0.0002	-3.6393	-5.9226	-11.7224	-35.9298	-0.6026	-14.1854	-10.7337	-35.9298	-35.9298	-35.9298	1.19E+01	8.63E+00
203066000000000000.00	1.4976	-17.779	7.0437	0.7818	0	-6.414	-11.0737	0	-11.3181	-10.5408	-0.0002	-3.6482	-5.923	-11.7133	-35.9298	-0.6026	-14.1828	-10.7401	-35.9298	-35.9298	-35.9298	1.19E+01	8.66E+00
203071000000000000.00	1.4982	-17.78	7.0437	0.7643	0	-6.4159	-11.0719	0	-11.3187	-10.5323	-0.0002	-3.657	-5.924	-11.7026	-35.9298	-0.6027	-14.1792	-10.7464	-35.9298	-35.9298	-35.9298	1.19E+01	8.68E+00
203075000000000000.00	1.4982	-17.78	7.0437	0.7472	0	-6.4176	-11.0702	0	-11.3192	-10.5243	-0.0002	-3.665	-5.9243	-11.6929	-35.9298	-0.6027	-14.1767	-10.7524	-35.9298	-35.9298	-35.9298	1.20E+01	8.70E+00
203080000000000000.00	1.4988	-17.781	7.0437	0.7301	0	-6.4194	-11.0686	0	-11.3197	-10.5169	-0.0002	-3.6731	-5.9253	-11.6819	-35.9298	-0.6027	-14.169	-10.763	-35.9298	-35.9298	-35.9298	1.20E+01	8.72E+00
203085000000000000.00	1.4988	-17.781	7.0437	0.7132	0	-6.4211	-11.0669	0	-11.3202	-10.5096	-0.0002	-3.6805	-5.9258	-11.6719	-35.9298	-0.6027	-14.1665	-10.7689	-35.9298	-35.9298	-35.9298	1.20E+01	8.74E+00
203090000000000000.00	1.4994	-17.782	7.0437	0.6961	0	-6.4228	-11.0652	0	-11.3207	-10.5025	-0.0002	-3.6882	-5.9268	-11.6608	-35.9298	-0.6027	-14.1634	-10.7749	-35.9298	-35.9298	-35.9298	1.20E+01	8.76E+00
203094000000000000.00	1.4994	-17.782	7.0437	0.6791	0	-6.4244	-11.0635	0	-11.3212	-10.4957	-0.0002	-3.6953	-5.9273	-11.6504	-35.9298	-0.6027	-14.161	-10.7808	-35.9298	-35.9298	-35.9298	1.21E+01	8.78E+00
203099000000000000.00	1.499	-17.791	7.0391	0.661	0	-6.4209	-11.0577	0	-11.3171	-10.4882	-0.0002	-3.6989	-5.9238	-11.6362	-35.9298	-0.6027	-14.1529	-10.7822	-35.9298	-35.9298	-35.9298	1.21E+01	8.80E+00
203105000000000000.00	1.499	-17.792	7.0391	0.6427	0	-6.4226	-11.056	0	-11.3176	-10.4819	-0.0002	-3.7062	-5.9244	-11.6253	-35.9298	-0.6027	-14.1506	-10.7891	-35.9298	-35.9298	-35.9298	1.21E+01	8.83E+00
203111000000000000.00	1.4998	-17.793	7.0391	0.6232	0	-6.4246	-11.0542	0	-11.3181	-10.4753	-0.0002	-3.7147	-5.9259	-11.6124	-35.9298	-0.6027	-14.1471	-10.7961	-35.9298	-35.9298	-35.9298	1.22E+01	8.86E+00
203116000000000000.00	1.4998	-17.793	7.0391	0.604	0	-6.4263	-11.0524	0	-11.3186	-10.469	-0.0002	-3.7217	-5.9266	-11.5995	-35.9298	-0.6027	-14.1448	-10.8024	-35.9298	-35.9298	-35.9298	1.22E+01	8.88E+00
203120000000000000.00	1.5004	-17.794	7.0391	0.5858	0	-6.428	-11.0506	0	-11.319	-10.4632	-0.0002	-3.7282	-5.9277	-11.5856	-35.9298	-0.6027	-14.1415	-10.8079	-35.9298	-35.9298	-35.9298	1.22E+01	8.90E+00
203124000000000000.00	1.5004	-17.794	7.0391	0.5699	0	-6.4294	-11.049	0	-11.3194	-10.4585	-0.0002	-3.7334	-5.9281	-11.5742	-35.9298	-0.6027	-14.1399	-10.813	-35.9298	-35.9298	-35.9298	1.23E+01	8.91E+00
203128000000000000.00	1.5009	-17.795	7.0391	0.5531	0	-6.4308	-11.0474	0	-11.3198	-10.4539	-0.0002	-3.7391	-5.9292	-11.5615	-35.9298	-0.6027	-14.137	-10.8181	-35.9298	-35.9298	-35.9298	1.23E+01	8.93E+00
203133000000000000.00	1.5009	-17.795	7.0391	0.5375	0	-6.4321	-11.0461	0	-11.3202	-10.4499	-0.0003	-3.7442	-5.9298	-11.5509	-35.9298	-0.6027	-14.1356	-10.8235	-35.9298	-35.9298	-35.9298	1.23E+01	8.95E+00
203137000000000000.00	1.5014	-17.796	7.0391	0.5201	0	-6.4335	-11.0446	0	-11.3206	-10.4458	-0.0003	-3.7502	-5.9312	-11.5383	-35.9298	-0.6027	-14.1329	-10.8292	-35.9298	-35.9298	-35.9298	1.23E+01	8.97E+00
203142000000000000.00	1.5014	-17.796	7.0391	0.5028	0	-6.4349	-11.0432	0	-11.321	-10.442	-0.0003	-3.7557	-5.9321	-11.5264	-35.9298	-0.6027	-14.1311	-10.8349	-35.9298	-35.9298	-35.9298	1.24E+01	8.99E+00
203147000000000000.00	1.5019	-17.797	7.0391	0.4854	0	-6.4364	-11.0418	0	-11.3214	-10.4384	-0.0003	-3.7615	-5.9335	-11.5134	-35.9298	-0.6027	-14.1288	-10.8406	-35.9298	-35.9298	-35.9298	1.24E+01	9.01E+00
203151000000000000.00	1.5019	-17.797	7.0391	0.4681	0	-6.4376	-11.0404	0	-11.3218	-10.435	-0.0003	-3.7666	-5.9344	-11.5009	-35.9298	-0.6027	-14.1272	-10.8461	-35.9298	-35.9298	-35.9298	1.24E+01	9.03E+00
203156000000000000.00	1.5024	-17.798	7.0391	0.4509	0	-6.439	-11.0391	0	-11.3221	-10.432	-0.0003	-3.772	-5.9358	-11.4878	-35.9298	-0.6027	-14.125	-10.8515	-35.9298	-35.9298	-35.9298	1.24E+01	9.05E+00
203160000000000000.00	1.5024	-17.798	7.0391	0.4339	0	-6.4402	-11.0379	0	-11.3225	-10.4292	-0.0003	-3.7767	-5.9368	-11.4753	-35.9298	-0.6027	-14.1236	-10.8569	-35.9298	-35.9298	-35.9298	1.25E+01	9.07E+00
203165000000000000.00	1.5029	-17.799	7.0391	0.4169	0	-6.4415	-11.0367	0	-11.3228	-10.4268	-0.0003	-3.7818	-5.9383	-11.4623	-35.9298	-0.6027	-14.1216	-10.8622	-35.9298	-35.9298	-35.9298	1.25E+01	9.09E+00
203169000000000000.00	1.5029	-17.799	7.0391	0.4	0	-6.4427	-11.0355	0	-11.3232	-10.4245	-0.0003	-3.7863	-5.9393	-11.4498	-35.9298	-0.6027	-14.1204	-10.8676	-35.9298	-35.9298	-35.9298	1.25E+01	9.11E+00
203173000000000000.00	1.5034	-17.8	7.0391	0.3829	0	-6.4439	-11.0346	0	-11.3235	-10.4228	-0.0003	-3.7913	-5.9409	-11.4367	-35.9298	-0.6027	-14.1143	-10.8773	-35.9298	-35.9298	-35.9298	1.26E+01	9.13E+00
203178000000000000.00	1.5034	-17.8	7.0391	0.3658	0	-6.4451	-11.0335	0	-11.3239	-10.421	-0.0003	-3.7957	-5.942	-11.424	-35.9298	-0.6027	-14.1132	-10.8827	-35.9298	-35.9298	-35.9298	1.26E+01	9.15E+00
203182000000000000.00	1.5039	-17.801	7.0391	0.3486	0	-6.4463	-11.0326	0	-11.3242	-10.4195	-0.0003	-3.8005	-5.9437	-11.4107	-35.9298	-0.6027	-14.1116	-10.888	-35.9298	-35.9298	-35.9298	1.26E+01	9.17E+00
203187000000000000.00	1.5039	-17.801	7.0391	0.3316	0	-6.4473	-11.0316	0	-11.3245	-10.4181	-0.0003	-3.8048	-5.945	-11.3978	-35.9298	-0.6027	-14.1106	-10.8933	-35.9298	-35.9298	-35.9298	1.26E+01	9.19E+00
203191000000000000.00	1.5035	-17.809	7.0346	0.3139	0	-6.4435	-11.0267	0	-11.3204	-10.4161	-0.0003	-3.8059	-5.9422	-11.3822	-35.9298	-0.6027	-14.1035	-10.8941	-35.9298	-35.9298	-35.9298	1.27E+01	9.21E+00
203197000000000000.00	1.5035	-17.809	7.0346	0.2956	0	-6.4446	-11.0259	0	-11.3207	-10.4153	-0.0004	-3.8102	-5.9437	-11.3688	-35.9298	-0.6027	-14.1027	-10.9003	-35.9298	-35.9298	-35.9298	1.27E+01	9.23E+00
203202000000000000.00	1.5042	-17.81	7.0346	0.2757	0	-6.446	-11.0252	0	-11.3211	-10.4147	-0.0004	-3.8159	-5.9461	-11.3538	-35.9298	-0.6027	-14.1012	-10.9067	-35.9298	-35.9298	-35.9298	1.27E+01	9.26E+00
203207000000000000.00	1.5042	-17.811	7.0346	0.2568	0	-6.447	-11.0244	0	-11.3214	-10.4139	-0.0004	-3.8202	-5.9477	-11.3391	-35.9298	-0.6027	-14.1005	-10.9123	-35.9298	-35.9298	-35.9298	1.28E+01	9.28E+00
203211000000000000.00	1.5047	-17.811	7.0346	0.2388	0	-6.4481	-11.0237	0	-11.3217	-10.4134	-0.0004	-3.8246	-5.9495	-11.3244	-35.9298	-0.6027	-14.099	-10.9173	-35.9298	-35.9298	-35.9298	1.28E+01	9.29E+00
203214000000000000.00	1.5047	-17.811	7.0346	0.223	0	-6.4489	-11.0231	0	-11.322	-10.4129	-0.0004	-3.8279	-5.9508	-11.3116	-35.9298	-0.6027	-14.0987	-10.9218	-35.9298	-35.9298	-35.9298	1.28E+01	9.31E+00
203219000000000000.00	1.5051	-17.812	7.0346	0.2062	0	-6.4498	-11.0226	0	-11.3223	-10.413	-0.0004	-3.832	-5.9526	-11.2984	-35.9298	-0.6027	-14.0974	-10.9266	-35.9298	-35.9298	-35.9298	1.28E+01	9.33E+00
203223000000000000.00	1.5051	-17.812	7.0346	0.1906	0	-6.4507	-11.0223	0	-11.3226	-10.413	-0.0004	-3.8353	-5.9542	-11.2864	-35.9298	-0.6027	-14.0973	-10.9314	-35.9298	-35.9298	-35.9298	1.29E+01	9.35E+00
203227000000000000.00	1.5056	-17.813	7.0346	0.1733	0	-6.4516	-11.022	0	-11.3228	-10.4134	-0.0004	-3.8397	-5.9564	-11.2732	-35.9298	-0.6027	-14.0962	-10.9367	-35.9298	-35.9298	-35.9298	1.29E+01	9.37E+00
203232000000000000.00	1.5056	-17.813	7.0346	0.156	0	-6.4524	-11.0218	0	-11.3231	-10.4138	-0.0004	-3.8435	-5.9583	-11.2602	-35.9298	-0.6027	-14.096	-10.942	-35.9298	-35.9298	-35.9298	1.29E+01	9.39E+00
203236000000000000.00	1.506	-17.814	7.0346	0.1386	0	-6.4533	-11.0216	0	-11.3234	-10.4144	-0.0004	-3.8477	-5.9606	-11.2468	-35.9298	-0.6027	-14.0952	-10.9472	-35.9298	-35.9298	-35.9298	1.29E+01	9.41E+00
203241000000000000.00	1.506	-17.814	7.0346	0.1213	0	-6.4541	-11.0215	0	-11.3237	-10.415	-0.0005	-3.8513	-5.9626	-11.2335	-35.9298	-0.6027	-14.095	-10.9522	-35.9298	-35.9298	-35.9298	1.30E+01	9.42E+00
203245000000000000.00	1.5065	-17.815	7.0346	0.1042	0	-6.4549	-11.0214	0	-11.324	-10.4158	-0.0005	-3.8554	-5.9649	-11.2202	-35.9298	-0.6027	-14.0944	-10.9573	-35.9298	-35.9298	-35.9298	1.30E+01	9.44E+00
203249000000000000.00	1.5065	-17.815	7.0346	0.0873	0	-6.4556	-11.0215	0	-11.3242	-10.4165	-0.0005	-3.8589	-5.9669	-11.2072	-35.9298	-0.6027	-14.0943	-10.9622	-35.9298	-35.9298	-35.9298	1.30E+01	9.46E+00
203253000000000000.00	1.5069	-17.815	7.0346	0.0703	0	-6.4564	-11.0216	0	-11.3245	-10.4176	-0.0005	-3.863	-5.9693	-11.1942	-35.9298	-0.6027	-14.0938	-10.9672	-35.9298	-35.9298	-35.9298	1.30E+01	9.48E+00
203258000000000000.00	1.5069	-17.816	7.0346	0.0535	0	-6.4571	-11.0218	0	-11.3248	-10.4185	-0.0005	-3.8664	-5.9715	-11.1813	-35.9298	-0.6027	-14.0938	-10.9722	-35.9298	-35.9298	-35.9298	1.31E+01	9.50E+00
203262000000000000.00	1.5073	-17.816	7.0346	0.0364	0	-6.4578	-11.022	0	-11.325	-10.4197	-0.0005	-3.8705	-5.9741	-11.1684	-35.9298	-0.6027	-14.0934	-10.9772	-35.9298	-35.9298	-35.9298	1.31E+01	9.52E+00
203266000000000000.00	1.5073	-17.816	7.0346	0.0194	0	-6.4585	-11.0224	0	-11.3253	-10.4208	-0.0005	-3.874	-5.9765	-11.1555	-35.9298	-0.6027	-14.0935	-10.9822	-35.9298	-35.9298	-35.9298	1.31E+01	9.54E+00
203271000000000000.00	1.5078	-17.817	7.0346	0.0022	0	-6.4592	-11.0228	0	-11.3256	-10.4222	-0.0006	-3.8781	-5.9792	-11.1426	-35.9298	-0.6027	-14.0932	-10.9872	-35.9298	-35.9298	-35.9298	1.31E+01	9.56E+00
203275000000000000.00	1.5078	-17.817	7.0346	-0.0148	0	-6.4598	-11.0233	0	-11.3258	-10.4235	-0.0006	-3.8816	-5.9818	-11.1297	-35.9298	-0.6027	-14.0934	-10.9921	-35.9298	-35.9298	-35.9298	1.32E+01	9.57E+00
203279000000000000.00	1.5082	-17.818	7.0346	-0.0319	0	-6.4604	-11.024	0	-11.3261	-10.4253	-0.0006	-3.8857	-5.9846	-11.117	-35.9298	-0.6027	-14.0886	-11.0016	-35.9298	-35.9298	-35.9298	1.32E+01	9.59E+00
203284000000000000.00	1.5082	-17.818	7.0346	-0.0489	0	-6.461	-11.0246	0	-11.3263	-10.4267	-0.0006	-3.8892	-5.9873	-11.1043	-35.9298	-0.6027	-14.0889	-11.0065	-35.9298	-35.9298	-35.9298	1.32E+01	9.61E+00
203288000000000000.00	1.5086	-17.819	7.0346	-0.066	0	-6.4616	-11.0253	0	-11.3266	-10.4282	-0.0006	-3.8933	-5.9902	-11.0917	-35.9298	-0.6027	-14.0888	-11.0114	-35.9298	-35.9298	-35.9298	1.32E+01	9.63E+00
203292000000000000.00	1.5086	-17.819	7.0346	-0.0829	0	-6.4621	-11.0261	0	-11.3268	-10.4297	-0.0006	-3.8968	-5.9931	-11.0792	-35.9298	-0.6026	-14.0891	-11.0164	-35.9298	-35.9298	-35.9298	1.33E+01	9.65E+00
203297000000000000.00	1.5082	-17.827	7.03	-0.1003	0	-6.4577	-11.0223	0	-11.3224	-10.4305	-0.0007	-3.8974	-5.9912	-11.0644	-35.9298	-0.6026	-14.0825	-11.0167	-35.9298	-35.9298	-35.9298	1.33E+01	9.67E+00
203302000000000000.00	1.5082	-17.828	7.03	-0.1185	0	-6.4582	-11.0234	0	-11.3227	-10.4325	-0.0007	-3.9012	-5.9948	-11.0514	-35.9298	-0.6026	-14.0831	-11.0225	-35.9298	-35.9298	-35.9298	1.33E+01	9.69E+00
203308000000000000.00	1.5088	-17.828	7.03	-0.1384	0	-6.459	-11.0247	0	-11.323	-10.4346	-0.0007	-3.9065	-5.9989	-11.0378	-35.9298	-0.6026	-14.0832	-11.0285	-35.9298	-35.9298	-35.9298	1.34E+01	9.72E+00
203312000000000000.00	1.5088	-17.829	7.03	-0.1573	0	-6.4594	-11.026	0	-11.3233	-10.4362	-0.0007	-3.9105	-6.0026	-11.0238	-35.9298	-0.6026	-14.0837	-11.0338	-35.9298	-35.9298	-35.9298	1.34E+01	9.73E+00
203316000000000000.00	1.5092	-17.829	7.03	-0.1753	0	-6.46	-11.027	0	-11.3235	-10.4378	-0.0007	-3.915	-6.0059	-11.0108	-35.9298	-0.6026	-14.0835	-11.0385	-35.9298	-35.9298	-35.9298	1.34E+01	9.75E+00
203320000000000000.00	1.5092	-17.829	7.03	-0.191	0	-6.4604	-11.028	0	-11.3237	-10.4391	-0.0008	-3.9182	-6.009	-10.9989	-35.9298	-0.6026	-14.084	-11.0428	-35.9298	-35.9298	-35.9298	1.34E+01	9.77E+00
203324000000000000.00	1.5092	-17.83	7.03	-0.207	0	-6.4607	-11.0292	0	-11.324	-10.4407	-0.0008	-3.9218	-6.0123	-10.9878	-35.9298	-0.6026	-14.0843	-11.0473	-35.9298	-35.9298	-35.9298	1.35E+01	9.79E+00
203328000000000000.00	1.5098	-17.83	7.03	-0.2241	0	-6.4613	-11.0305	0	-11.3242	-10.4426	-0.0008	-3.9267	-6.0158	-10.9763	-35.9298	-0.6025	-14.0842	-11.0521	-35.9298	-35.9298	-35.9298	1.35E+01	9.81E+00
203333000000000000.00	1.5098	-17.83	7.03	-0.2401	0	-6.4617	-11.032	0	-11.3245	-10.4442	-0.0008	-3.9303	-6.0197	-10.9654	-35.9298	-0.6025	-14.085	-11.057	-35.9298	-35.9298	-35.9298	1.35E+01	9.82E+00
203337000000000000.00	1.5102	-17.831	7.03	-0.258	0	-6.4621	-11.0336	0	-11.3247	-10.4461	-0.0009	-3.9354	-6.0237	-10.954	-35.9298	-0.6025	-14.085	-11.0621	-35.9298	-35.9298	-35.9298	1.35E+01	9.84E+00
203342000000000000.00	1.5102	-17.831	7.03	-0.2754	0	-6.4625	-11.0353	0	-11.325	-10.4478	-0.0009	-3.9396	-6.028	-10.9423	-35.9298	-0.6025	-14.0856	-11.0671	-35.9298	-35.9298	-35.9298	1.36E+01	9.86E+00
203346000000000000.00	1.5106	-17.832	7.03	-0.2926	0	-6.4629	-11.0369	0	-11.3252	-10.4496	-0.0009	-3.9447	-6.0321	-10.9313	-35.9298	-0.6025	-14.0857	-11.072	-35.9298	-35.9298	-35.9298	1.36E+01	9.88E+00
203351000000000000.00	1.5106	-17.832	7.03	-0.3094	0	-6.4632	-11.0387	0	-11.3255	-10.4512	-0.0009	-3.9489	-6.0363	-10.9201	-35.9298	-0.6024	-14.0863	-11.0768	-35.9298	-35.9298	-35.9298	1.36E+01	9.90E+00
203355000000000000.00	1.511	-17.833	7.03	-0.3263	0	-6.4637	-11.0404	0	-11.3257	-10.4529	-0.001	-3.954	-6.0406	-10.9098	-35.9298	-0.6024	-14.0864	-11.0816	-35.9298	-35.9298	-35.9298	1.36E+01	9.92E+00
203359000000000000.00	1.511	-17.833	7.03	-0.3431	0	-6.464	-11.0423	0	-11.326	-10.4545	-0.001	-3.9584	-6.0451	-10.8991	-35.9298	-0.6024	-14.087	-11.0864	-35.9298	-35.9298	-35.9298	1.37E+01	9.94E+00
203364000000000000.00	1.5114	-17.833	7.03	-0.36	0	-6.4644	-11.0443	0	-11.3262	-10.4562	-0.001	-3.9638	-6.0498	-10.8892	-35.9298	-0.6024	-14.0872	-11.0913	-35.9298	-35.9298	-35.9298	1.37E+01	9.96E+00
203368000000000000.00	1.5114	-17.833	7.03	-0.377	0	-6.4646	-11.0464	0	-11.3265	-10.4578	-0.0011	-3.9685	-6.0546	-10.8788	-35.9298	-0.6024	-14.0878	-11.0962	-35.9298	-35.9298	-35.9298	1.37E+01	9.98E+00
203373000000000000.00	1.5118	-17.834	7.03	-0.3941	0	-6.465	-11.0485	0	-11.3268	-10.4595	-0.0011	-3.9743	-6.0596	-10.8693	-35.9298	-0.6023	-14.0881	-11.1012	-35.9298	-35.9298	-35.9298	1.37E+01	1.00E+01
203377000000000000.00	1.5118	-17.834	7.03	-0.4111	0	-6.4652	-11.0507	0	-11.327	-10.4611	-0.0011	-3.9793	-6.0646	-10.8592	-35.9298	-0.6023	-14.0885	-11.1061	-35.9298	-35.9298	-35.9298	1.38E+01	1.00E+01
203382000000000000.00	1.5122	-17.835	7.03	-0.4282	0	-6.4656	-11.0529	0	-11.3272	-10.4627	-0.0011	-3.9854	-6.0698	-10.8502	-35.9298	-0.6023	-14.0888	-11.111	-35.9298	-35.9298	-35.9298	1.38E+01	1.00E+01
203386000000000000.00	1.5122	-17.835	7.03	-0.4451	0	-6.4658	-11.0552	0	-11.3275	-10.4642	-0.0012	-3.9907	-6.0752	-10.8406	-35.9298	-0.6022	-14.0893	-11.1159	-35.9298	-35.9298	-35.9298	1.38E+01	1.01E+01
203391000000000000.00	1.5126	-17.836	7.03	-0.462	0	-6.4661	-11.0576	0	-11.3278	-10.4662	-0.0012	-3.9972	-6.0807	-10.8323	-35.9298	-0.6022	-14.0854	-11.125	-35.9298	-35.9298	-35.9298	1.39E+01	1.01E+01
203395000000000000.00	1.5126	-17.836	7.03	-0.4789	0	-6.4663	-11.0602	0	-11.328	-10.4676	-0.0012	-4.0029	-6.0864	-10.8233	-35.9298	-0.6022	-14.0859	-11.1299	-35.9298	-35.9298	-35.9298	1.39E+01	1.01E+01
203400000000000000.00	1.513	-17.836	7.03	-0.4959	0	-6.4667	-11.0627	0	-11.3283	-10.4692	-0.0013	-4.0098	-6.0923	-10.8157	-35.9298	-0.6021	-14.0861	-11.1348	-35.9298	-35.9298	-35.9298	1.39E+01	1.01E+01
203405000000000000.00	1.513	-17.836	7.03	-0.5128	0	-6.4668	-11.0653	0	-11.3286	-10.4705	-0.0013	-4.0159	-6.0983	-10.8073	-35.9298	-0.6021	-14.0866	-11.1398	-35.9298	-35.9298	-35.9298	1.39E+01	1.01E+01
203409000000000000.00	1.5127	-17.845	7.0256	-0.5299	0	-6.4626	-11.0633	0	-11.3246	-10.4713	-0.0013	-4.0196	-6.0993	-10.7976	-35.9298	-0.6021	-14.0806	-11.1404	-35.9298	-35.9298	-35.9298	1.40E+01	1.02E+01
203415000000000000.00	1.5127	-17.845	7.0256	-0.5483	0	-6.4627	-11.0665	0	-11.3248	-10.473	-0.0014	-4.0265	-6.1064	-10.7892	-35.9298	-0.602	-14.0811	-11.1464	-35.9298	-35.9298	-35.9298	1.40E+01	1.02E+01
203421000000000000.00	1.5132	-17.846	7.0256	-0.5677	0	-6.4631	-11.07	0	-11.3252	-10.4747	-0.0014	-4.0362	-6.1145	-10.7831	-35.9298	-0.602	-14.0816	-11.1525	-35.9298	-35.9298	-35.9298	1.40E+01	1.02E+01
203426000000000000.00	1.5132	-17.846	7.0256	-0.5866	0	-6.4633	-11.0733	0	-11.3255	-10.4759	-0.0015	-4.0441	-6.1221	-10.7747	-35.9298	-0.6019	-14.082	-11.1579	-35.9298	-35.9298	-35.9298	1.41E+01	1.02E+01
203430000000000000.00	1.5136	-17.846	7.0256	-0.6043	0	-6.4636	-11.0761	0	-11.3259	-10.4772	-0.0015	-4.0534	-6.1291	-10.7692	-35.9298	-0.6019	-14.082	-11.1627	-35.9298	-35.9298	-35.9298	1.41E+01	1.02E+01
203434000000000000.00	1.5136	-17.847	7.0256	-0.6199	0	-6.4637	-11.0789	0	-11.3262	-10.478	-0.0016	-4.0601	-6.1356	-10.7624	-35.9298	-0.6019	-14.0824	-11.1672	-35.9298	-35.9298	-35.9298	1.41E+01	1.03E+01
203439000000000000.00	1.5136	-17.847	7.0256	-0.6358	0	-6.4639	-11.0818	0	-11.3265	-10.4791	-0.0016	-4.068	-6.1425	-10.7577	-35.9298	-0.6018	-14.0827	-11.1719	-35.9298	-35.9298	-35.9298	1.41E+01	1.03E+01
203444000000000000.00	1.5142	-17.848	7.0256	-0.6527	0	-6.4642	-11.0847	0	-11.3268	-10.4807	-0.0017	-4.0786	-6.1502	-10.7549	-35.9298	-0.6018	-14.0827	-11.1771	-35.9298	-35.9298	-35.9298	1.42E+01	1.03E+01
203449000000000000.00	1.5142	-17.848	7.0256	-0.6687	0	-6.4643	-11.0882	0	-11.3272	-10.4815	-0.0017	-4.0869	-6.1581	-10.7501	-35.9298	-0.6017	-14.0832	-11.1823	-35.9298	-35.9298	-35.9298	1.42E+01	1.03E+01
203454000000000000.00	1.5146	-17.848	7.0256	-0.6864	0	-6.4647	-11.0915	0	-11.3276	-10.4831	-0.0018	-4.0989	-6.1669	-10.7487	-35.9298	-0.6017	-14.0833	-11.1878	-35.9298	-35.9298	-35.9298	1.42E+01	1.03E+01
203459000000000000.00	1.5146	-17.848	7.0256	-0.7036	0	-6.4648	-11.0952	0	-11.328	-10.484	-0.0018	-4.1091	-6.1758	-10.7451	-35.9298	-0.6016	-14.0836	-11.1932	-35.9298	-35.9298	-35.9298	1.43E+01	1.04E+01
203464000000000000.00	1.515	-17.849	7.0256	-0.7204	0	-6.4651	-11.0986	0	-11.3284	-10.4853	-0.0019	-4.1215	-6.1848	-10.7451	-35.9298	-0.6016	-14.0839	-11.1985	-35.9298	-35.9298	-35.9298	1.43E+01	1.04E+01
203469000000000000.00	1.515	-17.849	7.0256	-0.7374	0	-6.4652	-11.1023	0	-11.3288	-10.4861	-0.0019	-4.1323	-6.194	-10.7423	-35.9298	-0.6015	-14.084	-11.2038	-35.9298	-35.9298	-35.9298	1.43E+01	1.04E+01
203475000000000000.00	1.5154	-17.85	7.0256	-0.7538	0	-6.4655	-11.1058	0	-11.3292	-10.4874	-0.002	-4.1459	-6.2036	-10.744	-35.9298	-0.6015	-14.0843	-11.2092	-35.9298	-35.9298	-35.9298	1.43E+01	1.04E+01
203480000000000000.00	1.5154	-17.85	7.0256	-0.7708	0	-6.4656	-11.1096	0	-11.3296	-10.4882	-0.002	-4.158	-6.2134	-10.7427	-35.9298	-0.6014	-14.0843	-11.2146	-35.9298	-35.9298	-35.9298	1.44E+01	1.05E+01
203485000000000000.00	1.5158	-17.851	7.0256	-0.7872	0	-6.4659	-11.1133	0	-11.3301	-10.4894	-0.0021	-4.1731	-6.2239	-10.7466	-35.9298	-0.6014	-14.0847	-11.2202	-35.9298	-35.9298	-35.9298	1.44E+01	1.05E+01
203491000000000000.00	1.5158	-17.851	7.0256	-0.8042	0	-6.466	-11.1173	0	-11.3306	-10.4902	-0.0021	-4.1866	-6.2345	-10.7469	-35.9298	-0.6013	-14.0846	-11.2257	-35.9298	-35.9298	-35.9298	1.44E+01	1.05E+01
