#
# RATE05 - February 17 2006 - non-dipole - www.udfa.net
#
# REFERENCE: 
# Woodall, Ag\'undez, Markwick-Kemper, Millar, 2006, A\&A submitted.
#
# We strongly recommend you read the paper before attempting implementation of this data.
#
# *** NOTE: Exercise caution with use of the rate coefficients of the following reactions ***
# *** You need to do something about them, otherwise at 10 K you will get garbage results ***
# 93,172,267,283,289,311,314,353,355,379,421,433,445,448,450,459,468,490,492,493,495,503,
# 504,522,535,542,660,2938,2940,3527-8,3530-1,3546,3547,3549,3550,3552,3553,3575-3580,4001,4002,
# 4007,4008,4105,4109,4133,4551,4578,4586,4588,4589,4590,4594,4597,4598
#
# FORMAT:
# ix,reactant1,reactant2,reactant3,product1,product2,product3,product4,alpha,beta,gamma,clem,tmin,tmax,accuracy,source
#
252,CH2,HCO,,CO,CH3,,,3.00E-11,0.00,0.0,L,10,2500,A,NIST
253,CH2,NO,,HCN,OH,,,3.65E-12,0.00,0.0,M,300,2000,A,FM01
254,CH2,NO,,H2CO,N,,,2.70E-12,0.00,3500.0,L,116,300,C,
255,CH2,H2CO,,HCO,CH3,,,3.30E-13,0.00,3270.0,L,109,300,C,
256,CH2,HNO,,NO,CH3,,,1.70E-11,0.00,0.0,L,10,300,C,SH04
257,CH2,O2,,CO2,H,H,,3.65E-11,-3.30,1443.0,C,1000,1828,B,NIST
258,CH2,O2,,CO2,H2,,,2.92E-11,-3.30,1443.0,C,1000,1828,B,NIST
259,CH2,O2,,HCO,OH,,,4.10E-11,0.00,750.0,M,300,2500,C,NIST
260,CH2,O2,,H2CO,O,,,3.65E-11,-3.30,1443.0,C,1000,1828,B,NIST
261,CH2,O2,,CO,H2O,,,2.48E-10,-3.30,1443.0,C,1000,1828,B,NIST
262,CH2,S,,HCS,H,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
263,CH2,S,,CS,H2,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
264,CH2,NO2,,H2CO,NO,,,6.91E-11,0.00,0.0,M,295,295,A,NIST
265,NH,NH,,N2,H,H,,1.16E-09,0.00,0.0,M,298,298,A,NIST
266,NH,NH,,N2,H2,,,1.70E-11,0.00,0.0,L,10,300,C,
267,NH,NH,,NH2,N,,,1.03E-14,3.07,-1123.0,L,300,3000,A,NIST
268,NH,O,,OH,N,,,1.16E-11,0.00,0.0,L,250,3000,A,NIST
269,NH,O,,NO,H,,,1.16E-10,0.00,0.0,L,250,3000,A,NIST
270,NH,CH4,,CH3,NH2,,,6.63E-16,6.13,5895.0,L,300,2000,A,NIST
271,NH,OH,,HNO,H,,,3.32E-11,0.00,0.0,L,298,3000,A,NIST
272,NH,OH,,NH2,O,,,2.93E-12,0.10,5800.0,L,298,3000,A,NIST
273,NH,OH,,H2O,N,,,3.11E-12,1.20,0.0,L,298,3000,A,NIST
274,NH,NH3,,NH2,NH2,,,5.25E-10,0.00,13470.0,M,1300,1700,A,NIST
275,NH,H2O,,OH,NH2,,,1.83E-12,1.60,14090.0,L,600,3000,A,NIST
276,NH,CN,,HCN,N,,,2.94E-12,0.50,1000.0,L,33,300,C,
277,NH,NO,,N2O,H,,,1.16E-10,-1.03,420.0,C,295,4000,B,NIST
278,NH,NO,,N2,O,H,,5.00E-11,0.00,0.0,M,300,2500,C,NIST
279,NH,NO,,N2,OH,,,1.46E-11,-0.58,37.0,L,295,4000,A,NIST
280,NH,S,,HS,N,,,1.73E-11,0.50,4000.0,L,133,300,C,MI84
281,NH,S,,NS,H,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
282,NH,NO2,,HNO,NO,,,5.72E-12,0.50,2500.0,L,83,300,C,
283,NH,NO2,,N2O,OH,,,1.44E-13,0.00,-1140.0,L,200,300,A,NIST
284,CH3,CH3,,CH4,CH2,,,7.13E-12,0.00,5052.0,M,1950,2300,A,NIST
285,CH3,CH3,,C2H4,H2,,,1.66E-08,0.00,16556.0,M,300,2651,C,NIST
286,CH3,CH3,,C2H5,H,,,1.46E-11,0.10,5335.0,L,200,3000,A,NIST
287,CH3,O,,H2CO,H,,,1.30E-10,0.00,0.0,L,10,2500,A,NIST
288,CH3,O,,CO,H2,H,,3.60E-11,0.00,202.0,L,354,925,A,FO02
289,CH3,NH2,,CH2,NH3,,,4.76E-17,5.77,-151.0,L,300,2000,B,NIST
290,CH3,OH,,CH4,O,,,3.27E-14,2.20,2240.0,L,298,2500,A,NIST
291,CH3,OH,,H2O,CH2,,,1.20E-10,0.00,1400.0,L,300,1000,A,NIST
292,CH3,OH,,H2CO,H2,,,1.70E-12,0.00,0.0,M,700,700,A,NIST
293,CH3,OH,,HOCH,H2,,,9.10E-11,0.00,1500.0,M,300,700,A,NIST
294,CH3,NH3,,CH4,NH2,,,9.55E-14,0.00,4890.0,M,300,2500,C,NIST
295,CH3,H2O,,OH,CH4,,,2.30E-15,3.47,6681.0,L,300,3000,A,NIST
296,CH3,CN,,HCN,CH2,,,9.21E-12,0.70,1500.0,L,50,300,C,
297,CH3,Si,,SiCH2,H,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
298,CH3,HCO,,CO,CH4,,,2.00E-10,0.00,0.0,L,300,2500,A,NIST
299,CH3,NO,,HCN,H2O,,,4.00E-12,0.00,7900.0,M,1100,2080,A,NIST
300,CH3,H2CO,,HCO,CH4,,,1.34E-15,5.05,1636.0,L,300,2500,A,NIST
301,CH3,HNO,,NO,CH4,,,3.32E-12,0.00,0.0,L,10,913,C,SH04
302,CH3,O2,,HCO,H2O,,,1.66E-12,0.00,0.0,M,1700,2000,A,NIST
303,CH3,O2,,H2CO,OH,,,5.64E-13,0.00,4500.0,C,298,3000,B,NIST
304,CH3,O2,,O2H,CH2,,,5.30E-12,0.00,34975.0,L,1165,41000,C,
305,CH3,S,,H2CS,H,,,1.40E-10,0.00,0.0,L,10,300,C,SH04
306,CH3,NO2,,H2CO,HNO,,,5.41E-12,0.00,0.0,M,298,298,A,NIST
307,CH3,O2H,,O2,CH4,,,6.00E-12,0.00,0.0,L,10,2500,A,NIST
308,CH3,H2S,,HS,CH4,,,3.30E-13,0.00,1105.0,M,300,2500,C,NIST
309,O,NH2,,OH,NH,,,1.39E-11,0.00,40.0,L,200,3000,A,NIST
310,O,NH2,,NO,H2,,,8.30E-12,0.00,0.0,L,298,3000,A,NIST
311,O,NH2,,HNO,H,,,4.56E-11,0.00,-10.0,L,200,3000,A,NIST
312,O,CH4,,OH,CH3,,,2.29E-12,2.20,3820.0,L,298,2500,A,NIST
313,O,OH,,O2,H,,,7.15E-11,-0.25,0.0,L,10,150,B,SH04
314,O,OH,,O2,H,,,1.77E-11,0.00,-178.0,L,158,5000,A,NIST
315,O,NH3,,OH,NH2,,,1.89E-11,0.00,4003.0,L,298,2500,A,NIST
316,O,H2O,,OH,OH,,,1.85E-11,0.95,8571.0,M,300,2500,C,NIST
317,O,C2,,CO,C,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
318,O,C2,,CO,C,,,6.00E-10,0.00,0.0,M,8000,8000,A,NIST
319,O,C2H,,CO,CH,,,1.70E-11,0.00,0.0,L,290,2500,A,NIST
320,O,CN,,NO,C,,,3.81E-11,0.50,14545.0,L,484,41000,C,
321,O,CN,,CO,N,,,4.36E-11,0.46,364.0,C,300,5000,B,NIST
322,O,C2H2,,C2H,OH,,,5.30E-09,0.00,8520.0,L,284,300,C,
323,O,C2H2,,CO,CH2,,,8.39E-12,1.03,1197.0,L,230,2570,A,NIST
324,O,HCN,,CN,OH,,,6.21E-10,0.00,12439.0,L,300,4000,A,NIST
325,O,HCN,,CO,NH,,,7.30E-13,1.14,3742.0,L,300,2600,A,NIST
326,O,HCN,,OCN,H,,,1.36E-12,1.38,3693.0,L,300,2600,A,NIST
327,O,C2H3,,H2CCO,H,,,1.60E-10,0.00,0.0,L,10,2500,A,NIST
328,O,H2CN,,OCN,H2,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
329,O,N2,,NO,N,,,2.51E-10,0.00,38602.0,L,1400,4700,A,NIST
330,O,C2H4,,H2CO,CH2,,,4.20E-11,0.00,2520.0,M,226,2500,C,NIST
331,O,C2H4,,C2H3,OH,,,2.42E-13,2.13,1338.0,L,290,2300,A,NIST
332,O,C2H4,,HCO,CH3,,,1.52E-12,1.55,215.0,L,298,2500,A,NIST
333,O,C2H4,,H2CCO,H2,,,5.11E-14,1.88,92.0,C,300,2000,A,NIST
334,O,HCO,,CO2,H,,,5.00E-11,0.00,0.0,L,10,2500,A,NIST
335,O,HCO,,CO,OH,,,5.00E-11,0.00,0.0,L,10,2500,A,NIST
336,O,C2H5,,H2CO,CH3,,,2.67E-11,0.00,0.0,L,10,2500,A,NIST
337,O,C2H5,,CH3CHO,H,,,1.33E-10,0.00,0.0,L,10,2500,A,NIST
338,O,SiH,,SiO,H,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
339,O,NO,,O2,N,,,1.18E-11,0.00,20413.0,L,200,5000,A,NIST
340,O,H2CO,,CO,OH,H,,1.00E-10,0.00,0.0,M,1750,2575,A,NIST
341,O,H2CO,,HCO,OH,,,1.07E-11,1.17,1242.0,L,250,2500,A,NIST
342,O,SiH2,,SiO,H2,,,8.00E-11,0.00,0.0,L,10,300,C,SH04
343,O,SiH2,,SiO,H,H,,1.20E-10,0.00,0.0,L,10,300,C,SH04
344,O,HNO,,NO,OH,,,6.00E-11,0.00,0.0,L,10,2500,A,NIST
345,O,HNO,,O2,NH,,,2.94E-12,0.50,3500.0,L,116,300,C,
346,O,HNO,,NO2,H,,,1.00E-12,0.00,0.0,L,10,300,C,SH04
347,O,SiH3,,H2SiO,H,,,1.40E-10,0.00,0.0,L,10,300,C,SH04
348,O,PH,,PO,H,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
349,O,SiH4,,SiH3,OH,,,1.98E-11,0.00,1183.0,M,280,1000,A,NIST
350,O,PH2,,PH,OH,,,2.00E-11,0.00,0.0,L,10,300,C,SH04
351,O,PH2,,PO,H2,,,4.00E-11,0.00,0.0,L,10,300,C,MB87
352,O,PH2,,HPO,H,,,8.00E-11,0.00,0.0,L,10,300,C,SH04
353,O,O2H,,O2,OH,,,3.17E-11,0.00,-174.0,L,200,2500,A,NIST
354,O,HS,,S,OH,,,1.74E-11,0.67,956.0,L,298,2500,A,NIST
355,O,HS,,SO,H,,,8.25E-11,0.17,-254.0,L,298,2000,A,NIST
356,O,H2O2,,O2H,OH,,,8.54E-14,3.25,1200.0,L,200,2500,A,NIST
357,O,H2S,,HS,OH,,,2.98E-12,1.62,1462.0,L,200,2000,A,NIST
358,O,C3,,CO,C2,,,5.00E-12,0.00,900.0,L,10,300,C,SH04
359,O,C3H,,CO,C2H,,,1.70E-11,0.00,0.0,L,10,300,C,SH04
360,O,C2N,,CO,CN,,,6.00E-12,0.00,0.0,M,298,298,A,NIST
361,O,H2CCC,,CO,C2H2,,,5.00E-11,0.50,0.0,L,10,300,C,
362,O,C2O,,CO,CO,,,8.59E-11,0.00,0.0,M,295,295,A,NIST
363,O,SiC,,SiO,C,,,5.00E-11,0.00,0.0,L,10,300,C,SH04
364,O,SiC,,Si,CO,,,5.00E-11,0.00,0.0,L,10,300,C,SH04
365,O,HCSi,,SiO,CH,,,2.00E-11,0.00,0.0,L,10,300,C,SH04
366,O,OCN,,NO,CO,,,9.43E-11,-0.09,100.0,L,10,2500,A,NIST
367,O,OCN,,O2,CN,,,4.02E-10,-1.43,3501.0,L,500,2500,A,NIST
368,O,SiN,,NO,Si,,,5.00E-11,0.00,0.0,L,10,300,C,SH04
369,O,SiN,,SiO,N,,,5.75E-11,0.10,200.0,L,10,3560,A,NIST
370,O,CP,,P,CO,,,4.00E-11,0.00,0.0,L,10,300,C,MI91
371,O,HCP,,PH,CO,,,3.61E-13,2.10,3080.0,L,10,300,C,SH04
372,O,CO2,,O2,CO,,,2.46E-11,0.00,26567.0,L,300,6000,A,NIST
373,O,N2O,,NO,NO,,,1.15E-10,0.00,13400.0,M,300,4100,C,NIST
374,O,N2O,,O2,N2,,,1.66E-10,0.00,14100.0,M,300,4100,C,NIST
375,O,CS,,S,CO,,,2.48E-10,-0.65,783.0,L,150,906,A,NIST
376,O,CS,,SO,C,,,4.68E-11,0.50,28940.0,L,964,41000,C,MI84
377,O,HCS,,OCS,H,,,5.00E-11,0.00,0.0,L,10,300,C,SH04
378,O,HCS,,OH,CS,,,5.00E-11,0.00,0.0,L,10,300,C,SH04
379,O,NO2,,O2,NO,,,6.50E-12,0.00,-120.0,L,200,2500,A,NIST
380,O,CH2PH,,PH2,CO,H,,4.00E-11,0.00,0.0,L,10,300,C,MI91
381,O,NS,,S,NO,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
382,O,NS,,SO,N,,,1.00E-11,0.00,0.0,L,133,300,C,SH04
383,O,CCl,,Cl,CO,,,9.96E-11,0.00,0.0,M,10,2500,C,NIST
384,O,CCl,,ClO,C,,,1.38E-10,0.00,16050.0,M,300,2500,C,NIST
385,O,HPO,,PO,OH,,,3.80E-11,0.00,0.0,L,10,300,C,SH04
386,O,C4,,C3,CO,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
387,O,SO,,S,O2,,,6.60E-13,0.00,2760.0,L,92,300,C,LG88
388,O,C4H,,C3H,CO,,,1.70E-11,0.00,0.0,L,10,300,C,SH04
389,O,C3N,,C2N,CO,,,4.00E-11,0.00,0.0,L,10,300,C,SH04
390,O,ClO,,Cl,O2,,,3.80E-11,0.00,0.0,M,200,2500,C,NIST
391,O,SiNC,,SiN,CO,,,1.00E-11,0.00,0.0,L,10,300,C,SH04
392,O,SiC2,,SiC,CO,,,4.00E-11,0.00,0.0,L,10,300,C,SH04
393,O,C3O,,C2O,CO,,,5.00E-12,0.00,900.0,L,10,300,C,SH04
394,O,CCP,,CP,CO,,,6.00E-12,0.00,0.0,L,10,300,C,SH04
395,O,HC2P,,HCP,CO,,,4.00E-11,0.00,0.0,L,10,300,C,MI91
396,O,C5,,C4,CO,,,5.00E-12,0.00,900.0,L,10,300,C,SH04
397,O,OCS,,CO2,S,,,8.30E-11,0.00,5530.0,L,1200,1900,A,NIST
398,O,OCS,,SO,CO,,,1.60E-11,0.00,2150.0,M,200,2500,C,NIST
399,O,C5H,,C4H,CO,,,1.70E-11,0.00,0.0,L,10,300,C,SH04
400,O,C4N,,C3N,CO,,,6.00E-12,0.00,0.0,L,10,300,C,SH04
401,O,SO2,,SO,O2,,,9.01E-12,0.00,9837.0,L,440,3760,A,NIST
402,O,SiC3,,SiC2,CO,,,4.00E-11,0.00,0.0,L,10,300,C,HM89
403,O,S2,,SO,S,,,1.70E-11,0.00,0.0,M,298,2500,C,SH04
404,O,C3P,,CCP,CO,,,4.00E-11,0.00,0.0,L,10,300,C,SH04
405,O,C6,,C5,CO,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
406,O,C6H,,C5H,CO,,,1.70E-11,0.00,0.0,L,10,300,C,SH04
407,O,C5N,,C4N,CO,,,4.00E-11,0.00,0.0,L,10,300,C,SH04
408,O,SiC4,,SiC3,CO,,,4.00E-11,0.00,0.0,L,10,300,C,HM89
409,O,C4P,,C3P,CO,,,1.00E-11,0.00,0.0,L,10,300,C,SH04
410,O,C7,,C6,CO,,,5.00E-12,0.00,900.0,L,10,300,C,SH04
411,O,C7H,,C6H,CO,,,1.70E-11,0.00,0.0,L,10,300,C,SH04
412,O,C8,,C7,CO,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
413,O,C8H,,C7H,CO,,,1.70E-11,0.00,0.0,L,10,300,C,SH04
414,O,C7N,,C6,OCN,,,4.00E-11,0.00,0.0,L,10,300,C,SH04
415,O,C9,,C8,CO,,,5.00E-12,0.00,900.0,L,10,300,C,SH04
416,O,C9H,,C8H,CO,,,1.70E-11,0.00,0.0,L,10,300,C,SH04
417,O,C9N,,C8,OCN,,,4.00E-11,0.00,0.0,L,10,300,C,SH04
418,O,C10,,CO,C9,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
419,NH2,CH4,,CH3,NH3,,,2.90E-13,2.87,5380.0,L,298,2500,A,NIST
420,NH2,OH,,NH3,O,,,2.08E-13,0.76,262.0,L,298,2500,A,NIST
421,NH2,OH,,H2O,NH,,,7.78E-13,1.50,-230.0,L,250,3000,A,NIST
422,NH2,NO,,N2,OH,H,,1.49E-12,0.00,0.0,M,1500,2150,A,NIST
423,NH2,NO,,N2,H2O,,,4.27E-11,-2.50,331.0,L,210,3000,A,NIST
424,CH4,OH,,H2O,CH3,,,3.77E-13,2.42,1162.0,L,178,3000,A,NIST
425,CH4,CN,,HCN,CH3,,,3.14E-12,1.53,504.0,M,160,2500,C,NIST
426,CH4,O2,,O2H,CH3,,,6.70E-11,0.00,28640.0,L,300,2500,A,NIST
427,CH4,S,,HS,CH3,,,3.39E-10,0.00,10019.0,M,1140,1480,A,NIST
428,OH,OH,,H2O,O,,,1.65E-12,1.14,50.0,L,200,2500,A,SH04
429,OH,NH3,,H2O,NH2,,,1.47E-13,2.05,7.0,L,200,3000,A,NIST
430,OH,F,,HF,O,,,1.60E-10,0.00,0.0,L,10,300,B,NW05
431,OH,CN,,HCN,O,,,1.00E-11,0.00,1000.0,L,500,2500,A,NIST
432,OH,CN,,OCN,H,,,7.00E-11,0.00,0.0,L,500,2500,A,NIST
433,OH,C2H2,,CO,CH3,,,6.51E-18,4.00,-1006.0,C,500,2500,B,NIST
434,OH,C2H2,,C2H,H2O,,,1.05E-13,2.68,6060.0,L,300,2500,A,NIST
435,OH,C2H2,,H2CCO,H,,,1.84E-11,0.00,5027.0,L,500,2500,A,NIST
436,OH,HCN,,CN,H2O,,,1.87E-13,1.50,3887.0,L,298,2840,A,NIST
437,OH,HCN,,CO,NH2,,,1.07E-13,0.00,5892.0,L,500,2500,A,NIST
438,OH,C2H3,,C2H2,H2O,,,5.00E-11,0.00,0.0,L,10,2500,A,NIST
439,OH,CO,,CO2,H,,,2.81E-13,0.00,176.0,L,80,3150,A,SH04
440,OH,Si,,SiO,H,,,1.00E-10,0.00,0.0,L,10,3560,A,SH04
441,OH,HCO,,CO,H2O,,,1.70E-10,0.00,0.0,L,10,2500,A,NIST
442,OH,C2H5,,C2H4,H2O,,,4.00E-11,0.00,0.0,L,10,2500,A,NIST
443,OH,C2H5,,CH3CH3,O,,,1.04E-18,8.80,250.0,L,298,1500,A,NIST
444,OH,NO,,NO2,H,,,5.20E-12,0.00,15100.0,L,503,41000,C,
445,OH,H2CO,,HCO,H2O,,,2.22E-12,1.42,-416.0,L,200,3000,A,NIST
446,OH,H2CO,,HCOOH,H,,,2.00E-13,0.00,0.0,M,298,298,A,NIST
447,OH,HOCH,,CO2,H2,H,,1.80E-11,0.00,0.0,M,700,700,A,NIST
448,OH,HNO,,NO,H2O,,,4.44E-12,1.37,-169.0,L,298,4000,A,NIST
449,OH,S,,SO,H,,,6.60E-11,0.00,0.0,M,298,298,A,NIST
450,OH,O2H,,O2,H2O,,,3.66E-11,-0.13,-244.0,L,200,2500,A,NIST
451,OH,H2O2,,O2H,H2O,,,5.26E-12,0.00,307.0,L,200,2500,A,NIST
452,OH,H2S,,HS,H2O,,,6.30E-12,0.00,80.0,M,200,2500,C,NIST
453,OH,N2O,,HNO,NO,,,1.04E-17,4.33,12623.0,C,1000,5000,B,NIST
454,OH,N2O,,O2H,N2,,,3.70E-13,0.00,2740.0,L,298,2710,A,NIST
455,OH,CS,,OCS,H,,,9.39E-14,1.12,800.0,L,26,300,C,LG88
456,OH,SiO,,SiO2,H,,,2.00E-12,0.00,0.0,C,10,2500,B,SH04
457,OH,SO,,SO2,H,,,8.60E-11,0.00,0.0,M,298,298,A,NIST
458,OH,NCCN,,HCN,OCN,,,3.11E-13,0.00,1450.0,M,300,550,C,NIST
459,NH3,CN,,HCN,NH2,,,3.41E-11,-0.90,-9.9,M,25,761,B,NIST
460,NH3,CN,,NH2CN,H,,,1.38E-11,-1.14,0.0,L,10,300,C,SH04
461,H2O,F,,HF,OH,,,1.40E-11,0.00,0.0,L,240,380,A,NIST
462,H2O,O2H,,H2O2,OH,,,4.65E-11,0.00,16500.0,L,300,1000,A,NIST
463,C2,CH4,,C3H3,H,,,1.50E-11,0.00,0.0,M,24,300,B,SI05
464,C2,C2H2,,C4H,H,,,4.10E-10,0.00,0.0,M,24,300,B,SI05
465,C2,C2H4,,C4H3,H,,,3.50E-10,0.00,0.0,M,24,300,B,SI05
466,C2,O2,,CO,CO,,,1.50E-11,0.00,4300.0,M,298,1300,C,NIST
467,C2,S,,CS,C,,,1.00E-10,0.00,0.0,L,10,300,C,SH04
468,C2H,C2H2,,H2CCCC,H,,,1.31E-10,0.00,-25.0,L,143,3400,A,NIST
469,C2H,HCN,,HC3N,H,,,5.30E-12,0.00,770.0,M,10,300,C,SH04
470,C2H,HNC,,HC3N,H,,,5.30E-12,0.00,770.0,L,10,300,C,SH04
471,C2H,S,,C2S,H,,,1.70E-11,0.00,0.0,L,10,300,C,SH04
472,C2H,O2,,HCO,CO,,,4.00E-12,0.00,0.0,L,10,2500,A,NIST
473,C2H,C3H2,,C5H2,H,,,1.06E-10,-0.25,0.0,L,10,300,C,SH04
474,C2H,CS,,C3S,H,,,1.70E-11,0.00,0.0,L,10,300,C,SH04
475,C2H,H2CCCC,,C6H2,H,,,1.06E-10,-0.25,0.0,L,10,300,C,SH04
476,C2H,NCCN,,HC3N,CN,,,2.00E-13,0.00,0.0,E,10,300,C,
477,C2H,C5H2,,C7H2,H,,,1.06E-10,-0.25,0.0,L,10,300,C,SH04
478,C2H,C6H2,,C8H2,H,,,1.06E-10,-0.25,0.0,L,10,300,C,SH04
479,C2H,C7H2,,C9H2,H,,,1.06E-10,-0.25,0.0,L,10,300,C,SH04
480,CN,CN,,N2,C2,,,2.66E-09,0.00,21638.0,M,3800,7000,A,NIST
481,CN,C2H2,,HC3N,H,,,2.72E-10,-0.52,19.0,M,10,300,A,SH04
482,CN,HNC,,NCCN,H,,,2.00E-10,0.00,0.0,C,10,41000,C,PM03
483,CN,HCN,,NCCN,H,,,2.50E-17,1.71,770.0,M,300,2500,C,NIST
484,CN,C2H4,,C2H3,HCN,,,1.25E-10,0.70,30.0,M,25,2500,A,NIST
485,CN,C2H4,,CH2CHCN,H,,,1.25E-10,0.70,30.0,M,300,2500,A,NIST
486,CN,HCO,,CO,HCN,,,1.00E-10,0.00,0.0,L,10,2500,A,NIST
487,CN,NO,,N2,CO,,,1.60E-13,0.00,0.0,L,300,1500,C,SH04
488,CN,NO,,OCN,N,,,1.62E-10,0.00,21205.0,L,500,4430,A,NIST
489,CN,H2CO,,HCO,HCN,,,2.60E-10,-0.47,826.0,L,297,2500,A,NIST
490,CN,CH3CH3,,C2H5,HCN,,,4.80E-12,2.08,-484.0,L,185,1140,A,NIST
491,CN,HNO,,NO,HCN,,,3.00E-11,0.00,0.0,L,10,2500,A,SH04
492,CN,O2,,NO,CO,,,5.01E-12,-0.46,-8.0,M,13,1565,B,NIST
493,CN,O2,,OCN,O,,,1.86E-11,-0.13,-40.0,L,13,4526,A,NIST
494,CN,S,,NS,C,,,5.71E-11,0.50,32010.0,L,1067,41000,C,MI84
495,CN,NO2,,NO,OCN,,,3.93E-11,0.00,-199.0,L,297,2500,B,NIST
496,CN,SiH4,,HCN,SiH3,,,2.20E-10,0.00,0.0,M,296,296,B,RI99
497,CN,H2CCCC,,HC5N,H,,,2.72E-10,-0.52,19.0,L,10,300,C,SH04
498,CN,C6H2,,HC7N,H,,,2.72E-10,-0.52,19.0,L,10,300,C,SH04
499,CN,C8H2,,HC9N,H,,,2.72E-10,-0.52,19.0,L,10,300,C,SH04
500,C2H2,Si,,SiC2,H2,,,1.30E-10,-0.71,29.0,L,15,300,B,CA01
501,C2H2,NO,,HCN,CO,H,,8.97E-12,0.00,18973.0,M,1100,1500,A,NIST
502,C2H2,C4H,,C6H2,H,,,1.50E-10,0.00,0.0,M,50,50,B,SI05
503,C2H3,O2,,H2CO,HCO,,,4.62E-12,0.00,-171.0,M,200,362,B,NIST
504,C2H3,O2,,O2H,C2H2,,,2.16E-14,1.61,-193.0,C,300,3500,B,NIST
505,CO,HNO,,CO2,NH,,,3.32E-12,0.00,6170.0,M,10,1900,A,SH04
506,CO,O2,,CO2,O,,,5.99E-12,0.00,24075.0,L,300,6000,A,NIST
507,CO,O2H,,CO2,OH,,,5.60E-10,0.00,12160.0,L,250,2500,A,NIST
508,CO,HS,,OCS,H,,,5.95E-14,1.12,8330.0,M,300,2000,A,LG88
509,CO,N2O,,CO2,N2,,,1.62E-13,0.00,8780.0,M,300,2500,C,NIST
510,CO,NO2,,CO2,NO,,,1.48E-10,0.00,17000.0,M,300,2500,C,NIST
511,N2,O2,,N2O,O,,,1.00E-10,0.00,55200.0,L,1840,41000,C,
512,Si,CO,,SiO,C,,,1.30E-09,0.00,34513.0,M,2720,5190,A,NIST
513,Si,NO,,SiO,N,,,9.00E-11,-0.96,28.0,L,10,300,C,SH04
514,Si,O2,,SiO,O,,,1.72E-10,-0.53,17.0,M,10,300,C,SH04
515,Si,CO2,,SiO,CO,,,2.72E-11,0.00,282.0,M,300,3160,A,NIST
516,C2H4,Si,,SiC2H2,H2,,,1.85E-10,-0.34,16.0,L,15,300,B,CA01
517,HCO,HCO,,CO,CO,H2,,3.63E-11,0.00,0.0,M,303,376,A,NIST
518,HCO,HCO,,H2CO,CO,,,3.00E-11,0.00,0.0,L,300,2500,A,NIST
519,HCO,NO,,HNO,CO,,,1.20E-11,0.00,0.0,L,295,2500,A,NIST
520,HCO,HNO,,H2CO,NO,,,1.00E-12,0.00,1000.0,L,300,2500,A,NIST
521,HCO,O2,,CO2,OH,,,7.60E-13,0.00,0.0,M,298,298,A,NIST
522,HCO,O2,,O2H,CO,,,1.58E-12,1.24,-353.0,L,200,2500,A,NIST
523,HCO,O2H,,O2,H2CO,,,5.00E-11,0.00,0.0,L,300,2500,A,NIST
524,NO,NO,,O2,N2,,,2.51E-11,0.00,30653.0,L,1573,4700,A,NIST
525,NO,NO,,N2O,O,,,7.22E-12,0.00,33155.0,L,1200,6312,A,NIST
526,NO,HNO,,N2O,OH,,,1.41E-11,0.00,14890.0,L,912,1425,A,NIST
527,NO,O2,,NO2,O,,,2.80E-12,0.00,23400.0,L,780,41000,C,
528,NO,S,,NS,O,,,2.94E-11,0.50,17465.0,L,582,41000,C,MI84
529,NO,S,,SO,N,,,1.75E-10,0.00,20200.0,M,2420,3870,A,NIST
530,NO,OCN,,N2O,CO,,,3.47E-11,-1.33,242.0,M,290,2660,A,NIST
531,NO,OCN,,N2,CO2,,,4.55E-11,-1.33,242.0,M,290,2660,A,NIST
532,NO,N2O,,NO2,N2,,,2.92E-13,2.23,23292.0,C,300,5000,B,NIST
533,H2CO,O2H,,H2O2,HCO,,,3.30E-12,0.00,5870.0,L,300,2500,A,NIST
534,P,O2,,PO,O,,,1.00E-13,0.00,0.0,M,300,2500,C,NIST
535,O2,S,,SO,O,,,4.74E-13,1.41,-439.0,L,200,3460,A,NIST
536,O2,OCN,,CO2,NO,,,1.32E-12,0.00,0.0,M,298,298,A,NIST
537,O2,OCN,,NO2,CO,,,8.10E-11,0.00,773.0,L,25,300,C,
538,O2,SO,,SO2,O,,,1.10E-14,1.89,1538.0,L,200,2980,A,NIST
539,S,HS,,S2,H,,,4.50E-11,0.00,0.0,L,10,300,C,SH04
540,S,SO,,S2,O,,,1.73E-11,0.50,11500.0,L,383,41000,C,MI84
541,S,SO2,,SO,SO,,,9.76E-12,0.00,4545.0,L,1250,1600,A,NIST
542,O2H,O2H,,H2O2,O2,,,3.81E-15,3.71,-1761.0,L,200,1250,A,NIST
543,HS,HS,,H2S,S,,,1.30E-11,0.00,0.0,M,293,2500,C,NIST
