SEQ='NE'     NUCCHG=12                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  43072608.1  NPRNT= 114
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
                                                                          9.577E+09   2.380E+09   1.158E+11   1.213E+10   6.669E+10   4.162E+10
                                                                          2.874E+10   2.424E+11   1.155E+10   1.462E+10   6.963E+09   5.348E+11
                                                                          3.321E+11   1.480E+12   7.218E+10   1.207E+13   1.201E+13   3.909E+10
                                                                          2.198E+13   1.509E+14   4.069E+13   9.089E+13   1.886E+13   3.024E+13
                                                                          3.885E+10   8.503E+09   2.252E+09   3.626E+08   4.522E+03   5.299E+08
                                                                          8.806E+08   8.817E+08   5.604E+08   8.590E+08   4.455E+09   9.207E+09
                                                                          6.051E+09   5.633E+08   7.501E+09   1.061E+09   5.592E+09   3.828E+13
                                                                          5.936E+12   3.098E+05   1.571E+06   7.268E+10   3.999E+05   2.219E+10
                                                                          5.823E+10   6.510E+09   1.465E+09   4.654E+07   1.331E+10   1.468E+09
                                                                          3.740E+07   1.406E+09   4.130E+08   5.728E+11   4.422E+11   3.969E+12
                                                                          1.603E+13   3.210E+12   7.905E+11   1.027E+11   1.017E+13   4.411E+12
                                                                          5.594E+11   2.987E+12   1.252E+11   2.121E+12   4.466E+11   1.505E+11
                                                                          7.622E+06   1.366E+08   9.612E+05   3.926E+05   1.676E+06   5.779E+04
                                                                          2.636E+09   1.831E+11   3.730E+10   1.575E+08   6.721E+04   6.329E+07
                                                                          2.119E+08   4.380E+05   7.718E+08   1.123E+09   3.085E+07   1.368E+08
                                                                          3.355E+09   5.522E+12   5.857E+13   6.578E+12   3.309E+13   1.363E+13
                                                                          4.120E+11   4.159E+09   2.331E+10   1.414E+11   8.898E+09   2.121E+10
                                                                          5.560E+10   1.241E+09   3.537E+13   1.080E+10   9.740E+10   0.000E+00
     7    32  3  -1    9.242559E+01   5.956E+12
     8    32  3  -1    9.241854E+01   5.195E+11
     9    32  3  -1    9.240885E+01   5.251E+09
    10    32  3  -1    9.239192E+01   2.568E+12
    11    32  3  -1    9.238269E+01   9.717E+11
    13    32  3  -1    9.237361E+01   2.791E+12
    14    32  3  -1    9.237074E+01   2.317E+12
     1    33  3  -1    9.635147E+01   3.342E+12   1.871E+13   6.306E+14   4.078E+12   2.175E+12   2.197E+10   9.895E+06   7.503E+06   4.802E+06
                                                                          6.184E+09   3.317E+09   5.290E+10   2.954E+10   6.084E+10   8.835E+10
                                                                          2.267E+10   1.702E+11   4.680E+10   1.643E+10   1.491E+10   3.776E+11
                                                                          2.398E+11   1.048E+12   8.784E+10   8.699E+12   1.730E+13   7.624E+09
                                                                          6.961E+13   1.060E+14   4.929E+13   7.700E+13   1.746E+13   3.386E+13
