SEQ='NE'     NUCCHG=14                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  61398233.7  NPRNT= 114
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     7    32  3  -1    1.282333E+02   1.212E+13
     8    32  3  -1    1.282224E+02   8.593E+11
     9    32  3  -1    1.282025E+02   6.337E+10
    10    32  3  -1    1.281732E+02   5.259E+12
    11    32  3  -1    1.281539E+02   1.897E+12
    13    32  3  -1    1.281341E+02   5.834E+12
    14    32  3  -1    1.281292E+02   4.989E+12
     1    33  3  -1    1.364935E+02   8.488E+12   3.899E+13   6.899E+14   7.074E+12   3.918E+12   1.864E+10   5.592E+07   3.063E+07   5.685E+06
                                                                          7.667E+09   4.235E+09   7.820E+10   3.980E+10   1.646E+11   2.732E+11
                                                                          8.549E+10   5.201E+11   1.779E+11   4.362E+10   3.838E+10   7.839E+11
                                                                          6.590E+12   1.854E+12   1.365E+10   1.404E+12   1.747E+13   5.423E+12
                                                                          7.194E+13   1.186E+14   5.345E+13   8.515E+13   1.805E+13   3.571E+13
                                                                          7.421E+03   3.411E+08   6.693E+07   3.205E+07   3.131E+13   1.364E+13
                                                                          5.764E+04   3.486E+04   1.365E+09   2.456E+08   1.081E+09   7.075E+08
                                                                          2.252E+04   3.255E+09   2.533E+09   2.373E+09   2.438E+10   4.414E+10
                                                                          8.729E+09   9.789E+06   1.225E+07   9.582E+10   1.574E+11   2.418E+10
                                                                          7.589E+10   3.162E+06   1.238E+11   9.173E+10   2.689E+10   2.105E+10
                                                                          1.122E+08   5.627E+09   1.205E+09   1.042E+12   5.736E+11   2.464E+10
                                                                          1.501E+00   6.706E+10   1.055E+11   4.142E+10   2.656E+12   4.988E+11
                                                                          4.839E+10   1.257E+13   1.000E+13   8.845E+12   4.671E+12   1.223E+13
                                                                          2.197E+11   8.763E+10   9.885E+04   5.608E+05   1.487E+05   0.000E+00
                                                                          2.029E+07   1.615E+07   5.515E+06   9.337E+07   9.809E+06   2.036E+08
                                                                          1.973E+07   1.646E+07   4.663E+07   1.622E+08   1.547E+07   8.875E+08
                                                                          1.485E+09   2.513E+13   4.591E+13   1.373E+13   3.081E+13   6.700E+12
                                                                          5.149E+11   2.014E+11   9.269E+10   1.510E+11   1.691E+10   2.741E+10
                                                                          3.494E+11   1.051E+13   2.733E+13   5.327E+10   9.861E+10   0.000E+00
     6    33  3  -1    1.283702E+02   1.470E+11
     8    33  3  -1    1.282789E+02   1.013E+12
     9    33  3  -1    1.282590E+02   2.077E+12
    10    33  3  -1    1.282297E+02   4.832E+12
    11    33  3  -1    1.282104E+02   5.823E+12
    12    33  3  -1    1.281944E+02   1.124E+11
    13    33  3  -1    1.281906E+02   6.115E+12
    14    33  3  -1    1.281856E+02   4.123E+12
    15    33  3  -1    1.275242E+02   1.205E+13
    16    34  3  -1    1.283518E+02   1.194E+13   3.610E+13   6.759E+14   2.368E+11   1.368E+09   1.259E+11   4.547E+07   2.098E+08   7.155E+07
                                                                          7.985E+09   7.409E+09   2.630E+10   7.502E+10   2.608E+08   2.249E+09
                                                                          3.101E+09   1.010E+04   1.534E+09   6.577E+09   5.166E+09   1.850E+08
                                                                          2.205E+08   8.871E+08   1.038E+11   9.217E+07   6.536E+08   2.007E+08
                                                                          7.234E+10   1.741E+05   1.118E+10   4.759E+08   8.176E+08   3.099E+08
                                                                          4.745E+10   2.309E+11   2.866E+11   7.912E+10   3.378E+09   1.216E+10
                                                                          0.000E+00   5.278E+11   1.078E+11   1.013E+11   7.183E+10   9.286E+10
                                                                          1.031E+11   1.781E+10   2.298E+10   1.951E+12   5.437E+12   2.218E+12
                                                                          5.492E+11   1.496E+14   0.000E+00   2.264E+13   2.463E+13   4.566E+13
                                                                          1.611E+13   1.490E+13   7.536E+13   5.166E+13   3.041E+11   4.809E+13
                                                                          1.316E+08   2.047E+09   3.727E+09   6.674E+08   1.265E+09   2.637E+07
                                                                          1.085E+07   9.419E+07   5.957E+07   8.030E+06   2.089E+08   1.139E+08
                                                                          3.019E+06   1.996E+09   5.064E+09   1.500E+09   1.592E+09   3.276E+10
                                                                          8.710E+09   4.164E+10   5.254E+12   3.779E+12   6.826E+11   1.766E+01
                                                                          3.086E+01   1.075E+13   1.170E+13   9.953E+01   2.594E+10   6.217E+02
                                                                          4.398E+12   4.498E+12   1.853E+12   2.063E+12   3.608E+11   4.936E+11
