SEQ='NA'     NUCCHG=27                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 273652705.5  NPRNT=   1
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          1S2 2S2 2P6         (1)0( 0.0)        0.0 

   IC RESOLVED LEVEL INDEXING           BWNR= 278051021.8 NLVL=   196
   --------------------------
   INDX  IRSL   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
     4    61  3  -1    5.913399E+01   2.189E+11   2.020E+11   3.344E+11   3.344E+11
     5    61  3  -1    5.908034E+01   3.486E+10
     4    62  3  -1    5.921903E+01   4.934E+11   1.032E+12   2.008E+09   2.008E+09
     5    62  3  -1    5.916537E+01   6.807E+11
     5    63  3  -1    5.920162E+01   7.484E+11   5.817E+11   9.266E+11   9.266E+11
     1    64  3  -1    6.585689E+01   3.790E+10   9.092E+10   3.911E+14   3.911E+14
     1    65  3  -1    6.601535E+01   6.851E+11   8.156E+11   2.612E+14   2.612E+14
     4    65  3  -1    5.942920E+01   1.681E+11
     5    65  3  -1    5.937554E+01   1.729E+11
     1    66  3  -1    6.615764E+01   3.179E+13   1.633E+13   7.632E+13   7.632E+13
     4    66  3  -1    5.957149E+01   7.431E+10
     5    66  3  -1    5.951784E+01   2.190E+11
     1    67  3  -1    6.639276E+01   2.734E+13   2.791E+13   2.634E+11   2.634E+11
     4    67  3  -1    5.980660E+01   2.757E+11
     2    68  3  -1    6.379140E+01   1.777E+09   6.704E+09   3.093E+08   3.093E+08
     3    68  3  -1    6.354642E+01   4.829E+08
     2    69  3  -1    6.387766E+01   5.676E+10   4.092E+10   5.491E+10   5.491E+10
     3    69  3  -1    6.363268E+01   8.190E+09
