SEQ='MG'     NUCCHG=24                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 214515355.3  NPRNT=   5
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P6 3S1         (2)0( 0.5)        0.0 
     2          2S2 2P6 3P1         (2)1( 0.5)   241099.8 
     3          2S2 2P6 3P1         (2)1( 1.5)   254448.1 
     4          2S2 2P6 3D1         (2)2( 1.5)   591848.7 
     5          2S2 2P6 3D1         (2)2( 2.5)   594586.0 

   IC RESOLVED LEVEL INDEXING           BWNR= 217352206.6 NLVL=  1119
   --------------------------
   INDX  IRSL   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
   214   142    2S2 2P5 3S1 3P1 3D1 (3)0( 1.0)  5466802.9*
   215   143    2S2 2P5 3S1 3P1 3D1 (1)2( 2.0)  5468173.5*
   216   144    2S2 2P5 3S1 3P1 3D1 (3)4( 3.0)  5471280.1*
   217   145    2S2 2P5 3S1 3P1 3D1 (1)1( 1.0)  5471510.9*
   218   146    2S2 2P5 3S1 3P1 3D1 (1)4( 4.0)  5472403.1*
   219   147    2S2 2P5 3S1 3P1 3D1 (1)4( 4.0)  5476426.1*
   220   148    2S2 2P5 3S1 3P1 3D1 (3)2( 3.0)  5477838.4*
   221   149    2S2 2P5 3S1 3P1 3D1 (3)1( 1.0)  5478981.2*
   222   150    2S2 2P5 3S1 3P1 3D1 (3)1( 2.0)  5479418.3*
   223   151    2S2 2P5 3S1 3P1 3D1 (3)2( 2.0)  5479887.3*
   224   152    2S2 2P5 3S1 3P1 3D1 (3)3( 4.0)  5480833.0*
   225   153    2S2 2P5 3S1 3P1 3D1 (3)3( 3.0)  5482953.3*
   226   154    2S2 2P5 3S1 3P1 3D1 (3)1( 0.0)  5483875.8*
   227   155    2S2 2P5 3S1 3P1 3D1 (3)2( 1.0)  5485744.1*
   228   156    2S2 2P5 3S1 3P1 3D1 (3)2( 3.0)  5487958.3*
   229   157    2S2 2P5 3S1 3P1 3D1 (3)1( 2.0)  5489219.6*
   230   158    2S2 2P5 3P3         (3)1( 1.0)  5492055.8*
   231   159    2S2 2P5 3S1 3P1 3D1 (3)2( 3.0)  5493598.2*
   232   160    2S2 2P5 3S1 3P1 3D1 (1)2( 2.0)  5494344.6*
   233   161    2S2 2P5 3P3         (1)0( 0.0)  5498794.1*
   234   162    2S2 2P5 3S1 3P1 3D1 (3)3( 2.0)  5510759.3*
   235   163    2S2 2P5 3S1 3P1 3D1 (3)2( 1.0)  5518114.7*
   236   164    2S2 2P5 3S1 3P1 3D1 (3)2( 2.0)  5519864.3*
   237   165    2S2 2P5 3S1 3P1 3D1 (3)2( 1.0)  5523651.5*
   238   166    2S2 2P5 3S1 3P1 3D1 (3)3( 3.0)  5525101.1*
   239   167    2S2 2P5 3S1 3P1 3D1 (3)1( 0.0)  5527948.2*
   240   168    2S2 2P5 3S1 3P1 3D1 (3)3( 4.0)  5533546.1*
   241   169    2S2 2P5 3S1 3P1 3D1 (1)3( 3.0)  5536437.9*
   242   170    2S2 2P5 3S1 3P1 3D1 (1)1( 1.0)  5537177.4*
   243   171    2S2 2P5 3S1 3P1 3D1 (1)1( 1.0)  5537887.0*
   244   660    2S2 2P5 3P2 3D1     (5)2( 0.0)  5538036.2*
   245   172    2S2 2P5 3S1 3P1 3D1 (3)3( 2.0)  5539173.6*
   246   661    2S2 2P5 3P2 3D1     (5)2( 1.0)  5539971.7*
   247   662    2S2 2P5 3P2 3D1     (3)2( 1.0)  5541275.8*
   248   663    2S2 2P5 3P2 3D1     (3)2( 2.0)  5543316.3*
   249   664    2S2 2P5 3P2 3D1     (5)2( 2.0)  5546013.6*
   250   173    2S2 2P5 3S1 3P1 3D1 (1)2( 2.0)  5548040.4*
   251   665    2S2 2P5 3P2 3D1     (3)2( 3.0)  5548113.4*
   252   174    2S2 2P5 3S1 3P1 3D1 (1)3( 3.0)  5549661.8*
   253   175    2S2 2P5 3S1 3P1 3D1 (3)1( 0.0)  5550446.1*
   254   666    2S2 2P5 3P2 3D1     (5)2( 3.0)  5551900.9*
   255   176    2S2 2P5 3S1 3P1 3D1 (3)1( 1.0)  5553986.7*
   256   667    2S2 2P5 3P2 3D1     (5)3( 4.0)  5555203.4*
   257   177    2S2 2P5 3S1 3P1 3D1 (3)2( 2.0)  5555584.3*
   258   668    2S2 2P5 3P2 3D1     (5)3( 5.0)  5555800.2*
   259   669    2S2 2P5 3P2 3D1     (5)3( 3.0)  5558245.6*
   260   670    2S2 2P5 3P2 3D1     (5)1( 1.0)  5558460.8*
   261   671    2S2 2P5 3P2 3D1     (3)4( 4.0)  5560271.8*
   262   672    2S2 2P5 3P2 3D1     (3)4( 5.0)  5561041.4*
   263   673    2S2 2P5 3P2 3D1     (5)3( 2.0)  5562663.6*
   264   674    2S2 2P5 3P2 3D1     (5)2( 4.0)  5562711.6*
   265   675    2S2 2P5 3P2 3D1     (1)3( 3.0)  5564659.1*
   266   676    2S2 2P5 3P2 3D1     (5)1( 2.0)  5566857.2*
   267   178    2S2 2P5 3S1 3P1 3D1 (1)2( 2.0)  5570013.2*
   268   678    2S2 2P5 3P2 3D1     (3)3( 4.0)  5572348.1*
   269   679    2S2 2P5 3P2 3D1     (5)4( 5.0)  5575135.2*
   270   680    2S2 2P5 3P2 3D1     (5)3( 1.0)  5575425.2*
   271   681    2S2 2P5 3P2 3D1     (3)1( 2.0)  5575948.6*
   272   682    2S2 2P5 3P2 3D1     (5)4( 4.0)  5577736.0*
   273   683    2S2 2P5 3P2 3D1     (3)4( 3.0)  5578876.9*
   274   179    2S2 2P5 3S1 3P1 3D1 (3)2( 1.0)  5580401.5*
   275   684    2S2 2P5 3P2 3D1     (5)1( 3.0)  5580877.9*
   276   685    2S2 2P5 3P2 3D1     (3)3( 2.0)  5582858.5*
   277   686    2S2 2P5 3P2 3D1     (1)0( 0.0)  5583632.1*
   278   687    2S2 2P5 3P2 3D1     (3)3( 2.0)  5585376.5*
   279   688    2S2 2P5 3P2 3D1     (3)2( 3.0)  5585450.7*
   280   180    2S2 2P5 3S1 3P1 3D1 (3)2( 3.0)  5586678.3*
   281   689    2S2 2P5 3P2 3D1     (3)1( 1.0)  5587197.4*
   282   181    2S2 2P5 3S1 3P1 3D1 (1)1( 1.0)  5588683.6*
   283   182    2S2 2P5 3S1 3P1 3D1 (3)2( 2.0)  5590383.9*
   284   690    2S2 2P5 3P2 3D1     (3)3( 3.0)  5590747.2*
   285   691    2S2 2P5 3P2 3D1     (3)0( 1.0)  5591044.4*
   286   692    2S2 2P5 3P2 3D1     (3)3( 2.0)  5591658.8*
   287   693    2S2 2P5 3P2 3D1     (3)3( 3.0)  5594966.7*
   288   694    2S2 2P5 3P2 3D1     (5)3( 4.0)  5596066.6*
   289   695    2S2 2P5 3P2 3D1     (5)3( 5.0)  5596519.4*
   290   696    2S2 2P5 3P2 3D1     (3)3( 4.0)  5597925.8*
   291   183    2S2 2P5 3S1 3P1 3D1 (1)0( 0.0)  5604087.7*
   292   698    2S2 2P5 3P2 3D1     (3)2( 2.0)  5608587.2*
   293   699    2S2 2P5 3P2 3D1     (3)2( 3.0)  5608892.9*
   294   700    2S2 2P5 3P2 3D1     (3)5( 5.0)  5609250.1*
   295   701    2S2 2P5 3P2 3D1     (5)0( 2.0)  5611001.0*
   296   702    2S2 2P5 3P2 3D1     (5)3( 1.0)  5611142.7*
   297   703    2S2 2P5 3P2 3D1     (3)2( 2.0)  5618489.8*
   298   704    2S2 2P5 3P2 3D1     (3)1( 0.0)  5620008.2*
   299   705    2S2 2P5 3P2 3D1     (5)2( 4.0)  5620900.7*
   300   706    2S2 2P5 3P2 3D1     (3)4( 3.0)  5620941.3*
   301   707    2S2 2P5 3P2 3D1     (5)3( 2.0)  5622519.4*
   302   708    2S2 2P5 3P2 3D1     (3)1( 1.0)  5622648.5*
   303   709    2S2 2P5 3P2 3D1     (3)5( 4.0)  5625343.4*
   304   710    2S2 2P5 3P2 3D1     (3)2( 2.0)  5625870.4*
