SEQ='NA'     NUCCHG=29                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 319722144.1  NPRNT=   1
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          1S2 2S2 2P6         (1)0( 0.0)        0.0 

   IC RESOLVED LEVEL INDEXING           BWNR= 325118993.9 NLVL=   197
   --------------------------
   INDX  IRSL   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
   155   182    1S2 2S2 2P5 3D2     (2)1( 0.5)  9535784.3*
   156   183    1S2 2S2 2P5 3D2     (2)3( 3.5)  9552017.1*
   157   184    1S2 2S2 2P5 3D2     (2)2( 2.5)  9552264.9*
   158   185    1S2 2S2 2P5 3D2     (2)2( 1.5)  9559494.0*
   159   186    1S2 2S2 2P5 3D2     (2)1( 1.5)  9575514.1*
   160   187    1S2 2S2 2P5 3D2     (2)1( 0.5)  9626742.8*
   161   188    1S2 2S1 2P6 3P2     (4)1( 0.5)  9631405.9*
   162   189    1S2 2S1 2P6 3P2     (4)1( 1.5)  9648726.6*
   163   190    1S2 2S1 2P6 3P2     (2)2( 2.5)  9649661.9*
   164   191    1S2 2S1 2P6 3P2     (2)2( 1.5)  9657413.7*
   165   192    1S2 2S1 2P6 3P2     (2)1( 0.5)  9676596.1*
   166   193    1S2 2S1 2P6 3P2     (4)1( 2.5)  9684619.2*
   167   194    1S2 2S1 2P6 3P2     (2)1( 1.5)  9709877.2*
   168   199    1S2 2S1 2P6 3P2     (2)0( 0.5)  9788626.6*
   169   200    1S2 2S1 2P6 3S1 3D1 (2)2( 1.5)  9862732.8*
   170   201    1S2 2S1 2P6 3S1 3D1 (2)2( 2.5)  9866676.7*
   171   202    1S2 2S1 2P6 3S1 3D1 (2)2( 1.5)  9910327.8*
   172   203    1S2 2S1 2P6 3S1 3D1 (2)2( 2.5)  9913217.1*
   173   204    1S2 2S1 2P6 3P1 3D1 (4)3( 1.5) 10042810.1*
   174   205    1S2 2S1 2P6 3P1 3D1 (4)3( 2.5) 10050976.5*
   175   206    1S2 2S1 2P6 3P1 3D1 (4)3( 3.5) 10066275.2*
   176   208    1S2 2S1 2P6 3P1 3D1 (2)2( 2.5) 10087106.1*
   177   209    1S2 2S1 2P6 3P1 3D1 (2)2( 1.5) 10094239.8*
   178   210    1S2 2S1 2P6 3P1 3D1 (2)3( 2.5) 10108117.4*
   179   211    1S2 2S1 2P6 3P1 3D1 (4)2( 0.5) 10116297.3*
   180   212    1S2 2S1 2P6 3P1 3D1 (4)2( 1.5) 10118757.6*
   181   213    1S2 2S1 2P6 3P1 3D1 (4)2( 2.5) 10125750.7*
   182   214    1S2 2S1 2P6 3P1 3D1 (2)3( 3.5) 10130706.1*
   183   216    1S2 2S1 2P6 3P1 3D1 (4)1( 1.5) 10142087.1*
   184   217    1S2 2S1 2P6 3P1 3D1 (4)2( 3.5) 10143657.7*
   185   218    1S2 2S1 2P6 3P1 3D1 (4)1( 2.5) 10143971.2*
   186   219    1S2 2S1 2P6 3P1 3D1 (2)2( 1.5) 10168919.4*
   187   220    1S2 2S1 2P6 3P1 3D1 (2)1( 0.5) 10186149.3*
   188   221    1S2 2S1 2P6 3P1 3D1 (2)2( 2.5) 10191604.7*
   189   222    1S2 2S1 2P6 3P1 3D1 (2)1( 1.5) 10193441.5*
   190   223    1S2 2S1 2P6 3P1 3D1 (2)3( 2.5) 10249491.2*
   191   224    1S2 2S1 2P6 3P1 3D1 (2)3( 3.5) 10250701.6*
   192   225    1S2 2S1 2P6 3P1 3D1 (2)1( 1.5) 10265859.9*
   193   226    1S2 2S1 2P6 3P1 3D1 (2)1( 0.5) 10269527.5*
   194   234    1S2 2S1 2P6 3D2     (2)3( 2.5) 10617755.1*
   195   235    1S2 2S1 2P6 3D2     (2)2( 1.5) 10621729.2*
   196   236    1S2 2S1 2P6 3D2     (2)2( 2.5) 10626150.0*
   197   242    1S2 2S1 2P6 3D2     (2)0( 0.5) 10733081.3*
  
CU19     /IC/

  IRSL  IRSL  N   L      DEL(RYD)       B(SEC)      R(SEC)      A(SEC):       1
     1     6  3  -1    7.014373E+01   1.906E+12   9.574E+11   2.528E+12   2.528E+12
     4     6  3  -1    6.273845E+01   3.748E+08
     5     6  3  -1    6.265912E+01   2.702E+09
     1     7  3  -1    7.175113E+01   1.116E+12   1.121E+12   2.424E+12   2.424E+12
     4     7  3  -1    6.434585E+01   2.299E+09
     2     8  3  -1    6.934968E+01   1.296E+09   1.018E+10   3.740E+07   3.740E+07
     3     8  3  -1    6.900247E+01   9.519E+09
     3     9  3  -1    6.926679E+01   1.557E+11   1.039E+11   2.994E+10   2.994E+10
     2    10  3  -1    6.968731E+01   1.545E+12   7.729E+11   2.215E+11   2.215E+11
     2    12  3  -1    6.981940E+01   8.338E+11   8.493E+11   2.435E+11   2.435E+11
     3    12  3  -1    6.947218E+01   7.462E+09
     2    13  3  -1    7.002781E+01   2.991E+11   8.541E+11   1.778E+11   1.778E+11
     3    13  3  -1    6.968060E+01   7.045E+11
     3    14  3  -1    6.968876E+01   6.827E+11   4.551E+11   1.708E+11   1.708E+11
     2    15  3  -1    7.024499E+01   2.844E+10   9.574E+11   5.600E+11   5.600E+11
     3    15  3  -1    6.989778E+01   4.628E+11
     3    16  3  -1    7.058722E+01   7.859E+11   5.486E+11   4.865E+11   4.865E+11
     2    17  3  -1    7.103753E+01   4.648E+11   4.951E+11   3.905E+13   3.905E+13
     3    17  3  -1    7.069031E+01   1.010E+10
     2    18  3  -1    7.108901E+01   2.624E+11   4.579E+11   2.555E+10   2.555E+10
     3    18  3  -1    7.074179E+01   2.995E+11
     2    19  3  -1    7.114139E+01   2.249E+11   3.091E+11   1.518E+09   1.518E+09
     3    19  3  -1    7.079418E+01   4.207E+10
     2    20  3  -1    7.129308E+01   1.634E+12   9.377E+11   1.491E+11   1.491E+11
     3    20  3  -1    7.094587E+01   1.194E+11
     2    21  3  -1    7.150304E+01   9.254E+10   5.579E+11   1.577E+09   1.577E+09
     3    21  3  -1    7.115583E+01   5.112E+11
     3    22  3  -1    7.124636E+01   1.343E+12   8.957E+11   2.839E+11   2.839E+11
     2    23  3  -1    7.232492E+01   1.184E+09   1.301E+12   4.093E+13   4.093E+13
     3    23  3  -1    7.197771E+01   6.383E+11
     2    24  3  -1    7.258510E+01   2.471E+11   7.228E+11   2.358E+11   2.358E+11
     3    24  3  -1    7.223789E+01   5.735E+11
     1    25  3  -1    7.570475E+01   1.299E+10   4.537E+10   2.619E+12   2.619E+12
     4    25  3  -1    6.829947E+01   8.222E+09
     5    25  3  -1    6.822015E+01   1.097E+10
     1    26  3  -1    7.580035E+01   1.585E+11   2.462E+11   1.017E+13   1.017E+13
     4    26  3  -1    6.839507E+01   3.954E+10
     4    27  3  -1    6.844181E+01   2.320E+09   2.151E+10   1.825E+10   1.825E+10
     5    27  3  -1    6.836248E+01   9.899E+08
     5    28  3  -1    6.847212E+01   8.345E+10   6.864E+10   9.798E+11   9.798E+11
     1    29  3  -1    7.598117E+01   2.103E+11   1.722E+11   6.582E+12   6.582E+12
     4    29  3  -1    6.857589E+01   2.362E+10
     5    29  3  -1    6.849656E+01   2.194E+10
